entry_id	source	part_of_speech	level	status	ukrainian	official_source	source_check	data_factory_run_id	content_qa_run_id	qa_reason
ox5000-d782f68d3229c5a378fe	concrete	noun	B2	verified	бетон	https://www.oxfordlearnersdictionaries.com/us/definition/english/concrete_2	MANUAL_EMERGENCY_WORK V4 exact Oxford identity; source_index=1049; definition_path=/us/definition/english/concrete_2; stable_id=PASS; exact_definition='building material that is made by mixing together cement , sand, small stones and water'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; contextual_definition_candidate_forbidden_as_final=PASS	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	PASS V4: concise lexical equivalent; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='building material that is made by mixing together cement , sand, small stones and water'; candidate='бетон'; reverse='concrete'; lexical=1.000; candidate_definition_similarity=0.639; reverse_definition_similarity=0.624; lexical-form/POS/role/source-grounded checks PASS.
ox5000-5bc4fd2b67e8c09eca85	confess	verb	B2	verified	Зізнатися	https://www.oxfordlearnersdictionaries.com/us/definition/english/confess	MANUAL_EMERGENCY_WORK V4 exact Oxford identity; source_index=1056; definition_path=/us/definition/english/confess; stable_id=PASS; exact_definition='to admit, especially formally or to the police, that you have done something wrong or illegal'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; contextual_definition_candidate_forbidden_as_final=PASS	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	PASS V4: concise lexical equivalent; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='to admit, especially formally or to the police, that you have done something wrong or illegal'; candidate='Зізнатися'; reverse='Confess'; lexical=1.000; candidate_definition_similarity=0.472; reverse_definition_similarity=0.433; lexical-form/POS/role/source-grounded checks PASS.
ox5000-3c252e710be02044ad41	consumption	noun	B2	verified	споживання	https://www.oxfordlearnersdictionaries.com/us/definition/english/consumption	MANUAL_EMERGENCY_WORK V4 exact Oxford identity; source_index=1116; definition_path=/us/definition/english/consumption; stable_id=PASS; exact_definition='the act of using energy, food or materials; the amount used'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; contextual_definition_candidate_forbidden_as_final=PASS	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	PASS V4: concise lexical equivalent; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='the act of using energy, food or materials; the amount used'; candidate='споживання'; reverse='consumption'; lexical=1.000; candidate_definition_similarity=0.578; reverse_definition_similarity=0.556; lexical-form/POS/role/source-grounded checks PASS.
ox5000-71efa31e1845bf3e367e	corporation	noun	B2	verified	корпора́ція	https://www.oxfordlearnersdictionaries.com/us/definition/english/corporation	MANUAL_EMERGENCY_WORK V4 exact Oxford identity; source_index=1185; definition_path=/us/definition/english/corporation; stable_id=PASS; exact_definition='a large business company'; selected_candidate_method=en_wiktionary_matching_pos_uk_translation; contextual_definition_candidate_forbidden_as_final=PASS	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	PASS V4: concise lexical equivalent; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='a large business company'; candidate='корпора́ція'; reverse='corporation'; lexical=1.000; candidate_definition_similarity=0.423; reverse_definition_similarity=0.781; lexical-form/POS/role/source-grounded checks PASS.
ox5000-1c94148d8ef30f683882	corridor	noun	B2	verified	коридор	https://www.oxfordlearnersdictionaries.com/us/definition/english/corridor	MANUAL_EMERGENCY_WORK V4 exact Oxford identity; source_index=1196; definition_path=/us/definition/english/corridor; stable_id=PASS; exact_definition='a long narrow passage in a building, with doors that open into rooms on either side'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; contextual_definition_candidate_forbidden_as_final=PASS	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	PASS V4: concise lexical equivalent; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='a long narrow passage in a building, with doors that open into rooms on either side'; candidate='коридор'; reverse='corridor'; lexical=1.000; candidate_definition_similarity=0.601; reverse_definition_similarity=0.580; lexical-form/POS/role/source-grounded checks PASS.
ox5000-9ebdcc1221c51b64dc68	corruption	noun	C1	verified	корупція	https://www.oxfordlearnersdictionaries.com/us/definition/english/corruption	MANUAL_EMERGENCY_WORK V4 exact Oxford identity; source_index=1198; definition_path=/us/definition/english/corruption; stable_id=PASS; exact_definition='dishonest or illegal behaviour, especially of people in authority'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; contextual_definition_candidate_forbidden_as_final=PASS	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	PASS V4: concise lexical equivalent; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='dishonest or illegal behaviour, especially of people in authority'; candidate='корупція'; reverse='Corruption'; lexical=1.000; candidate_definition_similarity=0.513; reverse_definition_similarity=0.503; lexical-form/POS/role/source-grounded checks PASS.
ox5000-95c41b3fd9cb792c67d3	creativity	noun	B2	verified	креативність	https://www.oxfordlearnersdictionaries.com/us/definition/english/creativity	MANUAL_EMERGENCY_WORK V4 exact Oxford identity; source_index=1244; definition_path=/us/definition/english/creativity; stable_id=PASS; exact_definition='the use of skill and imagination to produce something new or to produce art'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; contextual_definition_candidate_forbidden_as_final=PASS	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	PASS V4: concise lexical equivalent; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='the use of skill and imagination to produce something new or to produce art'; candidate='креативність'; reverse='creativity'; lexical=1.000; candidate_definition_similarity=0.732; reverse_definition_similarity=0.713; lexical-form/POS/role/source-grounded checks PASS.
ox5000-e3068d3ca8d1e091b785	darkness	noun	B2	verified	темрява	https://www.oxfordlearnersdictionaries.com/us/definition/english/darkness	MANUAL_EMERGENCY_WORK V4 exact Oxford identity; source_index=1329; definition_path=/us/definition/english/darkness; stable_id=PASS; exact_definition='the state of being dark, without any light'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; contextual_definition_candidate_forbidden_as_final=PASS	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	PASS V4: concise lexical equivalent; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='the state of being dark, without any light'; candidate='темрява'; reverse='darkness'; lexical=1.000; candidate_definition_similarity=0.794; reverse_definition_similarity=0.779; lexical-form/POS/role/source-grounded checks PASS.
ox5000-fc30e2bef2db8ea80919	database	noun	B2	verified	база даних	https://www.oxfordlearnersdictionaries.com/us/definition/english/database	MANUAL_EMERGENCY_WORK V4 exact Oxford identity; source_index=1331; definition_path=/us/definition/english/database; stable_id=PASS; exact_definition='an organized set of data that is stored in a computer and can be looked at and used in various ways'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; contextual_definition_candidate_forbidden_as_final=PASS	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	PASS V4: concise lexical equivalent; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='an organized set of data that is stored in a computer and can be looked at and used in various ways'; candidate='база даних'; reverse='database'; lexical=1.000; candidate_definition_similarity=0.556; reverse_definition_similarity=0.536; lexical-form/POS/role/source-grounded checks PASS.
ox5000-9d962d3c830072d569ab	deadly	adjective	B2	verified	смертоно́сний	https://www.oxfordlearnersdictionaries.com/us/definition/english/deadly_1	MANUAL_EMERGENCY_WORK V4 exact Oxford identity; source_index=1339; definition_path=/us/definition/english/deadly_1; stable_id=PASS; exact_definition='causing or likely to cause death'; selected_candidate_method=en_wiktionary_matching_pos_uk_translation; contextual_definition_candidate_forbidden_as_final=PASS	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	PASS V4: concise lexical equivalent; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='causing or likely to cause death'; candidate='смертоно́сний'; reverse='Deadly'; lexical=1.000; candidate_definition_similarity=0.544; reverse_definition_similarity=0.593; lexical-form/POS/role/source-grounded checks PASS.
ox5000-e841597e446a171297b2	delete	verb	B2	verified	видалити	https://www.oxfordlearnersdictionaries.com/us/definition/english/delete_1	MANUAL_EMERGENCY_WORK V4 exact Oxford identity; source_index=1394; definition_path=/us/definition/english/delete_1; stable_id=PASS; exact_definition='to remove something that has been written or printed, or that has been stored on a computer'; selected_candidate_method=en_wiktionary_matching_pos_uk_translation; contextual_definition_candidate_forbidden_as_final=PASS	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	PASS V4: concise lexical equivalent; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='to remove something that has been written or printed, or that has been stored on a computer'; candidate='видалити'; reverse='delete'; lexical=1.000; candidate_definition_similarity=0.533; reverse_definition_similarity=0.535; lexical-form/POS/role/source-grounded checks PASS.
ox5000-adf847cb368aff039402	democracy	noun	B2	verified	демократія	https://www.oxfordlearnersdictionaries.com/us/definition/english/democracy	MANUAL_EMERGENCY_WORK V4 exact Oxford identity; source_index=1406; definition_path=/us/definition/english/democracy; stable_id=PASS; exact_definition='a system of government in which the people of a country can vote to elect their representatives'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; contextual_definition_candidate_forbidden_as_final=PASS	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	PASS V4: concise lexical equivalent; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='a system of government in which the people of a country can vote to elect their representatives'; candidate='демократія'; reverse='democracy'; lexical=1.000; candidate_definition_similarity=0.622; reverse_definition_similarity=0.613; lexical-form/POS/role/source-grounded checks PASS.
ox5000-df0c2f847440bde50b2f	democratic	adjective	B2	verified	демократи́чний	https://www.oxfordlearnersdictionaries.com/us/definition/english/democratic	MANUAL_EMERGENCY_WORK V4 exact Oxford identity; source_index=1407; definition_path=/us/definition/english/democratic; stable_id=PASS; exact_definition='controlled by representatives who are elected by the people of a country; connected with this system'; selected_candidate_method=en_wiktionary_matching_pos_uk_translation; contextual_definition_candidate_forbidden_as_final=PASS	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	PASS V4: concise lexical equivalent; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='controlled by representatives who are elected by the people of a country; connected with this system'; candidate='демократи́чний'; reverse='Democratic'; lexical=1.000; candidate_definition_similarity=0.540; reverse_definition_similarity=0.545; lexical-form/POS/role/source-grounded checks PASS.
ox5000-14bbb1e944709030158a	deposit	noun	B2	verified	депозит	https://www.oxfordlearnersdictionaries.com/us/definition/english/deposit_1	MANUAL_EMERGENCY_WORK V4 exact Oxford identity; source_index=1426; definition_path=/us/definition/english/deposit_1; stable_id=PASS; exact_definition='a sum of money that is given as the first part of a larger payment'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; contextual_definition_candidate_forbidden_as_final=PASS	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	PASS V4: concise lexical equivalent; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='a sum of money that is given as the first part of a larger payment'; candidate='депозит'; reverse='deposit'; lexical=1.000; candidate_definition_similarity=0.550; reverse_definition_similarity=0.520; lexical-form/POS/role/source-grounded checks PASS.
ox5000-850f52e28a1e074a2e01	destruction	noun	B2	verified	зни́щення	https://www.oxfordlearnersdictionaries.com/us/definition/english/destruction	MANUAL_EMERGENCY_WORK V4 exact Oxford identity; source_index=1456; definition_path=/us/definition/english/destruction; stable_id=PASS; exact_definition='the act of destroying something; the process of being destroyed'; selected_candidate_method=en_wiktionary_matching_pos_uk_translation; contextual_definition_candidate_forbidden_as_final=PASS	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	PASS V4: concise lexical equivalent; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='the act of destroying something; the process of being destroyed'; candidate='зни́щення'; reverse='destruction'; lexical=1.000; candidate_definition_similarity=0.518; reverse_definition_similarity=0.685; lexical-form/POS/role/source-grounded checks PASS.
ox5000-870e1a0c943fb0418b9d	disappointment	noun	B2	verified	розчарування	https://www.oxfordlearnersdictionaries.com/us/definition/english/disappointment	MANUAL_EMERGENCY_WORK V4 exact Oxford identity; source_index=1523; definition_path=/us/definition/english/disappointment; stable_id=PASS; exact_definition='the feeling of being sad because something has not happened or been as good, successful, etc. as you expected or hoped'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; contextual_definition_candidate_forbidden_as_final=PASS	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	PASS V4: concise lexical equivalent; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='the feeling of being sad because something has not happened or been as good, successful, etc. as you expected or hoped'; candidate='розчарування'; reverse='disappointment'; lexical=1.000; candidate_definition_similarity=0.584; reverse_definition_similarity=0.554; lexical-form/POS/role/source-grounded checks PASS.
ox5000-d779cdf09bbb40a923d2	disorder	noun	B2	verified	розлад	https://www.oxfordlearnersdictionaries.com/us/definition/english/disorder	MANUAL_EMERGENCY_WORK V4 exact Oxford identity; source_index=1550; definition_path=/us/definition/english/disorder; stable_id=PASS; exact_definition='a condition or illness that causes problems with the way part of the body or brain works'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; contextual_definition_candidate_forbidden_as_final=PASS	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	PASS V4: concise lexical equivalent; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='a condition or illness that causes problems with the way part of the body or brain works'; candidate='розлад'; reverse='disorder'; lexical=1.000; candidate_definition_similarity=0.618; reverse_definition_similarity=0.646; lexical-form/POS/role/source-grounded checks PASS.
ox5000-78eb3d58aa21dba7fa05	divorce	noun	B2	verified	розлучення	https://www.oxfordlearnersdictionaries.com/us/definition/english/divorce_1	MANUAL_EMERGENCY_WORK V4 exact Oxford identity; source_index=1585; definition_path=/us/definition/english/divorce_1; stable_id=PASS; exact_definition='the legal ending of a marriage'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; contextual_definition_candidate_forbidden_as_final=PASS	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	PASS V4: concise lexical equivalent; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='the legal ending of a marriage'; candidate='розлучення'; reverse='divorce'; lexical=1.000; candidate_definition_similarity=0.626; reverse_definition_similarity=0.630; lexical-form/POS/role/source-grounded checks PASS.
ox5000-28fce2fd6625072758dd	drought	noun	B2	verified	за́суха	https://www.oxfordlearnersdictionaries.com/us/definition/english/drought	MANUAL_EMERGENCY_WORK V4 exact Oxford identity; source_index=1652; definition_path=/us/definition/english/drought; stable_id=PASS; exact_definition='a long period of time when there is little or no rain'; selected_candidate_method=en_wiktionary_matching_pos_uk_translation; contextual_definition_candidate_forbidden_as_final=PASS	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	PASS V4: concise lexical equivalent; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='a long period of time when there is little or no rain'; candidate='за́суха'; reverse='Drought'; lexical=1.000; candidate_definition_similarity=0.528; reverse_definition_similarity=0.428; lexical-form/POS/role/source-grounded checks PASS.
ox5000-7f327ac67d3382af1f36	duration	noun	B2	verified	тривалість	https://www.oxfordlearnersdictionaries.com/us/definition/english/duration	MANUAL_EMERGENCY_WORK V4 exact Oxford identity; source_index=1666; definition_path=/us/definition/english/duration; stable_id=PASS; exact_definition='the length of time that something lasts or continues'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; contextual_definition_candidate_forbidden_as_final=PASS	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	PASS V4: concise lexical equivalent; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='the length of time that something lasts or continues'; candidate='тривалість'; reverse='duration'; lexical=1.000; candidate_definition_similarity=0.721; reverse_definition_similarity=0.730; lexical-form/POS/role/source-grounded checks PASS.
ox5000-fbacc78ff91e8803a76c	economist	noun	B2	verified	Економіст	https://www.oxfordlearnersdictionaries.com/us/definition/english/economist	MANUAL_EMERGENCY_WORK V4 exact Oxford identity; source_index=1698; definition_path=/us/definition/english/economist; stable_id=PASS; exact_definition='a person who studies or writes about economics'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; contextual_definition_candidate_forbidden_as_final=PASS	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	PASS V4: concise lexical equivalent; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='a person who studies or writes about economics'; candidate='Економіст'; reverse='Economist'; lexical=1.000; candidate_definition_similarity=0.770; reverse_definition_similarity=0.750; lexical-form/POS/role/source-grounded checks PASS.
