entry_id	source	part_of_speech	level	official_source	definition_path	exact_definition	selected_candidate	selected_candidate_method	candidate_history	reason
ox5000-2f6f191c073dce6857c8	openly	adverb	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/openly	/us/definition/english/openly	without hiding any feelings, opinions or information	відкрито (клацання): без приховування почуттів, опіній або інформації	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	en_wiktionary_matching_pos_uk_translation=>'відкри́то';reverse='open';lex=1.000;candDef=0.246;revDef=0.154;decision=BLOCKED:candidate/reverse meaning does not align with exact Oxford definition (0.246) || en_wiktionary_matching_pos_uk_translation=>'відве́рто';reverse='answered';lex=0.143;candDef=0.340;revDef=0.216;decision=BLOCKED:low reverse lexical agreement 0.143 || Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate=>'відкрито (клацання): без приховування почуттів, опіній або інформації';reverse='open (click) without hiding feelings, opinion or information';lex=0.159;candDef=0.636;revDef=0.499;decision=BLOCKED:low reverse lexical agreement 0.159 || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'відкрито';reverse='open';lex=1.000;candDef=0.378;revDef=0.154;decision=BLOCKED:candidate/reverse meaning does not align with exact Oxford definition (0.378)	BLOCKED: low reverse lexical agreement 0.159; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='without hiding any feelings, opinions or information'; candidate='відкрито (клацання): без приховування почуттів, опіній або інформації'; reverse='open (click) without hiding feelings, opinion or information'; lexical=0.159; candidate_definition_similarity=0.636; reverse_definition_similarity=0.499; semantic=0.636.
ox5000-14a1cc720a6156b2bef8	overseas	adverb	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/overseas_2	/us/definition/english/overseas_2	to or in a foreign country, especially those separated from your country by the sea or ocean	За кордоном (приголос): до або за кордоном, особливо ті, що відділяються від вашої країни морем або океаном.	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate=>'За кордоном (приголос): до або за кордоном, особливо ті, що відділяються від вашої країни морем або океаном.';reverse='Foreign (sland): to or abroad, especially those who separate themselves from your country by sea or ocean.';lex=0.128;candDef=0.878;revDef=0.839;decision=BLOCKED:low reverse lexical agreement 0.128 || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'За кордоном';reverse='In a Foreign Field';lex=0.231;candDef=0.568;revDef=0.502;decision=BLOCKED:low reverse lexical agreement 0.231	BLOCKED: low reverse lexical agreement 0.128; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='to or in a foreign country, especially those separated from your country by the sea or ocean'; candidate='За кордоном (приголос): до або за кордоном, особливо ті, що відділяються від вашої країни морем або океаном.'; reverse='Foreign (sland): to or abroad, especially those who separate themselves from your country by sea or ocean.'; lexical=0.128; candidate_definition_similarity=0.878; reverse_definition_similarity=0.839; semantic=0.878.
ox5000-9a43f8a85ef922837b3c	patch	noun	C1	https://www.oxfordlearnersdictionaries.com/us/definition/english/patch_1	/us/definition/english/patch_1	a small area of something, especially one which is different from the area around it	латка	Helsinki-NLP/opus-mt-en-uk_surface_candidate	en_wiktionary_matching_pos_uk_translation=>'ла́тка';reverse='varnish';lex=0.333;candDef=0.336;revDef=0.250;decision=BLOCKED:candidate/reverse meaning does not align with exact Oxford definition (0.336) || en_wiktionary_matching_pos_uk_translation=>'ла́та';reverse='laʹta';lex=0.400;candDef=0.310;revDef=0.273;decision=BLOCKED:candidate/reverse meaning does not align with exact Oxford definition (0.310) || en_wiktionary_matching_pos_uk_translation=>'патч';reverse='patch';lex=1.000;candDef=0.214;revDef=0.145;decision=BLOCKED:candidate/reverse meaning does not align with exact Oxford definition (0.214) || Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate=>'patch (nun): невеличка ділянка чогось, особливо ділянка, яка відрізняється від ділянки навколо нього';reverse='patch (nun): a small area of something, especially a region that is different from the area around it';lex=0.000;candDef=0.675;revDef=0.664;decision=BLOCKED:Latin-language residue remains || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'латка';reverse='patch';lex=1.000;candDef=0.363;revDef=0.145;decision=BLOCKED:candidate/reverse meaning does not align with exact Oxford definition (0.363)	BLOCKED: candidate/reverse meaning does not align with exact Oxford definition (0.363); method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='a small area of something, especially one which is different from the area around it'; candidate='латка'; reverse='patch'; lexical=1.000; candidate_definition_similarity=0.363; reverse_definition_similarity=0.145; semantic=0.363.
ox5000-33ef55c0137f6d5d734c	patrol	verb	C1	https://www.oxfordlearnersdictionaries.com/us/definition/english/patrol_2	/us/definition/english/patrol_2	to go around an area or a building at regular times to check that it is safe and that there is no trouble	патрулювання (версії): регулярно обходити якусь ділянку або будинок, щоб перевірити, чи вона безпечна і що немає проблем	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate=>'патрулювання (версії): регулярно обходити якусь ділянку або будинок, щоб перевірити, чи вона безпечна і що немає проблем';reverse='Patrolment: regularly stroll around a property or building to check whether it is safe or not and that there is no problem';lex=0.000;candDef=0.768;revDef=0.748;decision=BLOCKED:verb candidate is not an appropriate Ukrainian infinitive/verb phrase || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'патруль';reverse='Patrol';lex=0.000;candDef=0.261;revDef=0.275;decision=BLOCKED:verb candidate is not an appropriate Ukrainian infinitive/verb phrase	BLOCKED: verb candidate is not an appropriate Ukrainian infinitive/verb phrase; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='to go around an area or a building at regular times to check that it is safe and that there is no trouble'; candidate='патрулювання (версії): регулярно обходити якусь ділянку або будинок, щоб перевірити, чи вона безпечна і що немає проблем'; reverse='Patrolment: regularly stroll around a property or building to check whether it is safe or not and that there is no problem'; lexical=0.000; candidate_definition_similarity=0.768; reverse_definition_similarity=0.748; semantic=0.000.
ox5000-5bf6bb98b0aa6e88e25d	pause	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/pause_2	/us/definition/english/pause_2	a period of time during which somebody stops talking or stops what they are doing	зупинка (нуун): проміжок часу, протягом якого хтось припиняє говорити або зупиняти те, що робить	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	en_wiktionary_matching_pos_uk_translation=>'па́уза';reverse='pa·usaʹ';lex=0.727;candDef=0.271;revDef=0.162;decision=BLOCKED:candidate/reverse meaning does not align with exact Oxford definition (0.271) || en_wiktionary_matching_pos_uk_translation=>'па́вза';reverse='pavesa';lex=0.545;candDef=0.276;revDef=0.204;decision=BLOCKED:candidate/reverse meaning does not align with exact Oxford definition (0.276) || en_wiktionary_matching_pos_uk_translation=>'пере́рва';reverse='break';lex=0.200;candDef=0.489;revDef=0.350;decision=BLOCKED:low reverse lexical agreement 0.200 || Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate=>'зупинка (нуун): проміжок часу, протягом якого хтось припиняє говорити або зупиняти те, що робить';reverse='Stop (nuun): The amount of time one stops talking or stopping what one is doing';lex=0.123;candDef=0.913;revDef=0.857;decision=BLOCKED:low reverse lexical agreement 0.123 || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'пауза';reverse='rest';lex=0.222;candDef=0.532;revDef=0.311;decision=BLOCKED:low reverse lexical agreement 0.222	BLOCKED: low reverse lexical agreement 0.123; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='a period of time during which somebody stops talking or stops what they are doing'; candidate='зупинка (нуун): проміжок часу, протягом якого хтось припиняє говорити або зупиняти те, що робить'; reverse='Stop (nuun): The amount of time one stops talking or stopping what one is doing'; lexical=0.123; candidate_definition_similarity=0.913; reverse_definition_similarity=0.857; semantic=0.913.
ox5000-b65a62db9abd8eef3cff	pause	verb	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/pause_1	/us/definition/english/pause_1	to stop talking or doing something for a short time before continuing	зупинка (клацання): припинити говорити або робити щось на короткий час, перш ніж продовжувати	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate=>'зупинка (клацання): припинити говорити або робити щось на короткий час, перш ніж продовжувати';reverse='Stop (click): stop talking or do something for a short time before continuing';lex=0.000;candDef=0.892;revDef=0.853;decision=BLOCKED:verb candidate is not an appropriate Ukrainian infinitive/verb phrase || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'пауза';reverse='rest';lex=0.000;candDef=0.584;revDef=0.368;decision=BLOCKED:verb candidate is not an appropriate Ukrainian infinitive/verb phrase	BLOCKED: verb candidate is not an appropriate Ukrainian infinitive/verb phrase; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='to stop talking or doing something for a short time before continuing'; candidate='зупинка (клацання): припинити говорити або робити щось на короткий час, перш ніж продовжувати'; reverse='Stop (click): stop talking or do something for a short time before continuing'; lexical=0.000; candidate_definition_similarity=0.892; reverse_definition_similarity=0.853; semantic=0.000.
ox5000-9a85f61c8b8cc997a0b0	peak	noun	C1	https://www.oxfordlearnersdictionaries.com/us/definition/english/peak_1	/us/definition/english/peak_1	the point when somebody/something is best, most successful, strongest, etc.	вершина (нуун): точка, коли хтось або щось є найкращим, найбільш успішним, найсильнішим тощо.	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate=>'вершина (нуун): точка, коли хтось або щось є найкращим, найбільш успішним, найсильнішим тощо.';reverse='top (nuun): The point where someone or something is the best, the most successful, the strongest, etc.';lex=0.040;candDef=0.796;revDef=0.755;decision=BLOCKED:low reverse lexical agreement 0.040 || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'пік';reverse='spikes';lex=0.400;candDef=0.324;revDef=0.207;decision=BLOCKED:candidate/reverse meaning does not align with exact Oxford definition (0.324)	BLOCKED: low reverse lexical agreement 0.040; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='the point when somebody/something is best, most successful, strongest, etc.'; candidate='вершина (нуун): точка, коли хтось або щось є найкращим, найбільш успішним, найсильнішим тощо.'; reverse='top (nuun): The point where someone or something is the best, the most successful, the strongest, etc.'; lexical=0.040; candidate_definition_similarity=0.796; reverse_definition_similarity=0.755; semantic=0.796.
ox5000-8a40036adfd1df61e55e	peasant	noun	C1	https://www.oxfordlearnersdictionaries.com/us/definition/english/peasant	/us/definition/english/peasant	(especially in the past, or in poorer countries) a farmer who owns or rents a small piece of land	Селянин (ніун): (особливо в минулому, або в бідніших країнах) хлібороб, який володіє або бере напрокат малу ділянку землі	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	en_wiktionary_matching_pos_uk_translation=>'селя́нин';reverse='Selʹnein';lex=0.267;candDef=0.195;revDef=0.039;decision=BLOCKED:low reverse lexical agreement 0.267 || en_wiktionary_matching_pos_uk_translation=>'селя́нка';reverse='se·leʹka';lex=0.267;candDef=0.225;revDef=0.020;decision=BLOCKED:low reverse lexical agreement 0.267 || en_wiktionary_matching_pos_uk_translation=>'селю́к';reverse='seʹk';lex=0.182;candDef=0.162;revDef=0.042;decision=BLOCKED:low reverse lexical agreement 0.182 || Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate=>'Селянин (ніун): (особливо в минулому, або в бідніших країнах) хлібороб, який володіє або бере напрокат малу ділянку землі';reverse='Villager: (especially in the past, or in poorer countries) a farmer who owns or rents a small plot of land';lex=0.110;candDef=0.769;revDef=0.882;decision=BLOCKED:low reverse lexical agreement 0.110 || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'Селянин';reverse='Villager';lex=0.133;candDef=0.460;revDef=0.497;decision=BLOCKED:low reverse lexical agreement 0.133	BLOCKED: low reverse lexical agreement 0.110; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='(especially in the past, or in poorer countries) a farmer who owns or rents a small piece of land'; candidate='Селянин (ніун): (особливо в минулому, або в бідніших країнах) хлібороб, який володіє або бере напрокат малу ділянку землі'; reverse='Villager: (especially in the past, or in poorer countries) a farmer who owns or rents a small plot of land'; lexical=0.110; candidate_definition_similarity=0.769; reverse_definition_similarity=0.882; semantic=0.882.
ox5000-3532569e450a869942b8	permanently	adverb	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/permanently	/us/definition/english/permanently	in a way that lasts for a long time or for all time in the future; in a way that exists all the time	назавжди (кнопник): таким чином, що триває довгий час або весь час у майбутньому; таким чином, що існує весь час	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate=>'назавжди (кнопник): таким чином, що триває довгий час або весь час у майбутньому; таким чином, що існує весь час';reverse='forever (button): in such a way that it takes a long time or all the time in the future; in such a way that there is all the time';lex=0.132;candDef=0.876;revDef=0.774;decision=BLOCKED:low reverse lexical agreement 0.132 || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'назавжди';reverse='Forever';lex=0.222;candDef=0.653;revDef=0.613;decision=BLOCKED:low reverse lexical agreement 0.222	BLOCKED: low reverse lexical agreement 0.132; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='in a way that lasts for a long time or for all time in the future; in a way that exists all the time'; candidate='назавжди (кнопник): таким чином, що триває довгий час або весь час у майбутньому; таким чином, що існує весь час'; reverse='forever (button): in such a way that it takes a long time or all the time in the future; in such a way that there is all the time'; lexical=0.132; candidate_definition_similarity=0.876; reverse_definition_similarity=0.774; semantic=0.876.
ox5000-9f15b17f09337ac45081	persist	verb	C1	https://www.oxfordlearnersdictionaries.com/us/definition/english/persist	/us/definition/english/persist	to continue to do something despite difficulties or opposition, in a way that can seem unreasonable	наполегливе (версія): і далі робити щось, незважаючи на труднощі чи протидію, що може здаватися необґрунтованим.	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate=>'наполегливе (версія): і далі робити щось, незважаючи на труднощі чи протидію, що може здаватися необґрунтованим.';reverse='Persevere: Keep on doing something regardless of the challenges or opposition that may seem unreasonable.';lex=0.000;candDef=0.845;revDef=0.777;decision=BLOCKED:verb candidate is not an appropriate Ukrainian infinitive/verb phrase || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'стійкий';reverse='stable';lex=0.000;candDef=0.348;revDef=0.203;decision=BLOCKED:verb candidate is not an appropriate Ukrainian infinitive/verb phrase	BLOCKED: verb candidate is not an appropriate Ukrainian infinitive/verb phrase; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='to continue to do something despite difficulties or opposition, in a way that can seem unreasonable'; candidate='наполегливе (версія): і далі робити щось, незважаючи на труднощі чи протидію, що може здаватися необґрунтованим.'; reverse='Persevere: Keep on doing something regardless of the challenges or opposition that may seem unreasonable.'; lexical=0.000; candidate_definition_similarity=0.845; reverse_definition_similarity=0.777; semantic=0.000.
ox5000-a7b952c88c032e59859f	persistent	adjective	C1	https://www.oxfordlearnersdictionaries.com/us/definition/english/persistent	/us/definition/english/persistent	determined to do something despite difficulties, especially when other people are against you and think that you are being annoying or unreasonable	наполеглива (примітка): сповнена рішучості щось робити, незважаючи на труднощі, особливо коли інші люди противляться вам і думають, що ви дратуєте або нерозсудливі.	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	en_wiktionary_matching_pos_uk_translation=>'настійний';reverse='Perseverance';lex=0.545;candDef=0.102;revDef=0.351;decision=BLOCKED:candidate/reverse meaning does not align with exact Oxford definition (0.351) || en_wiktionary_matching_pos_uk_translation=>'насті́йливий';reverse='Stingy';lex=0.375;candDef=0.114;revDef=0.100;decision=BLOCKED:candidate/reverse meaning does not align with exact Oxford definition (0.114) || Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate=>'наполеглива (примітка): сповнена рішучості щось робити, незважаючи на труднощі, особливо коли інші люди противляться вам і думають, що ви дратуєте або нерозсудливі.';reverse='Perseverance: Determined to do something despite difficulties, especially when others oppose you and think you are annoying or unreasonable.';lex=0.109;candDef=0.858;revDef=0.728;decision=BLOCKED:low reverse lexical agreement 0.109 || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'незмінний';reverse='constant';lex=0.444;candDef=0.141;revDef=-0.022;decision=BLOCKED:candidate/reverse meaning does not align with exact Oxford definition (0.141)	BLOCKED: low reverse lexical agreement 0.109; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='determined to do something despite difficulties, especially when other people are against you and think that you are being annoying or unreasonable'; candidate='наполеглива (примітка): сповнена рішучості щось робити, незважаючи на труднощі, особливо коли інші люди противляться вам і думають, що ви дратуєте або нерозсудливі.'; reverse='Perseverance: Determined to do something despite difficulties, especially when others oppose you and think you are annoying or unreasonable.'; lexical=0.109; candidate_definition_similarity=0.858; reverse_definition_similarity=0.728; semantic=0.858.
ox5000-7f50e5d4ea8b939bb645	physician	noun	C1	https://www.oxfordlearnersdictionaries.com/us/definition/english/physician	/us/definition/english/physician	a doctor, especially one who is a specialist in general medicine and not surgery	Лікар (ноун): лікар, а головно спеціаліст у загальній медицині, без хірургічного втручання.	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	en_wiktionary_matching_pos_uk_translation=>'лі́кар';reverse='liʹkar';lex=0.267;candDef=0.545;revDef=0.132;decision=BLOCKED:low reverse lexical agreement 0.267 || en_wiktionary_matching_pos_uk_translation=>'до́ктор';reverse='dotor';lex=0.000;candDef=0.633;revDef=0.609;decision=BLOCKED:low reverse lexical agreement 0.000 || en_wiktionary_matching_pos_uk_translation=>'ме́дик';reverse='Meʹkay';lex=0.133;candDef=0.250;revDef=0.139;decision=BLOCKED:low reverse lexical agreement 0.133 || en_wiktionary_matching_pos_uk_translation=>'лі́карка';reverse='lycarka';lex=0.375;candDef=0.265;revDef=0.191;decision=BLOCKED:candidate/reverse meaning does not align with exact Oxford definition (0.265) || Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate=>'Лікар (ноун): лікар, а головно спеціаліст у загальній медицині, без хірургічного втручання.';reverse='Doctor: A doctor, and especially a specialist in general medicine, without surgery.';lex=0.159;candDef=0.932;revDef=0.919;decision=BLOCKED:low reverse lexical agreement 0.159 || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'терапевт';reverse='Therapist';lex=0.222;candDef=0.483;revDef=0.423;decision=BLOCKED:low reverse lexical agreement 0.222	BLOCKED: low reverse lexical agreement 0.159; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='a doctor, especially one who is a specialist in general medicine and not surgery'; candidate='Лікар (ноун): лікар, а головно спеціаліст у загальній медицині, без хірургічного втручання.'; reverse='Doctor: A doctor, and especially a specialist in general medicine, without surgery.'; lexical=0.159; candidate_definition_similarity=0.932; reverse_definition_similarity=0.919; semantic=0.932.
ox5000-d150b012b581766179eb	pity	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/pity_1	/us/definition/english/pity_1	used to show that you are disappointed about something	жалість (ноун): зазвичай виявляється, що ви розчаровані чимось.	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	"en_wiktionary_matching_pos_uk_translation=>'жаль';reverse='Sorry.';lex=0.222;candDef=0.494;revDef=0.376;decision=BLOCKED:low reverse lexical agreement 0.222 || en_wiktionary_matching_pos_uk_translation=>'жа́лість';reverse='voltiness';lex=0.154;candDef=0.439;revDef=0.095;decision=BLOCKED:low reverse lexical agreement 0.154 || Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate=>'жалість (ноун): зазвичай виявляється, що ви розчаровані чимось.';reverse=""Sorry, it's usually that you're disappointed with something."";lex=0.097;candDef=0.803;revDef=0.794;decision=BLOCKED:low reverse lexical agreement 0.097"	"BLOCKED: low reverse lexical agreement 0.097; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='used to show that you are disappointed about something'; candidate='жалість (ноун): зазвичай виявляється, що ви розчаровані чимось.'; reverse=""Sorry, it's usually that you're disappointed with something.""; lexical=0.097; candidate_definition_similarity=0.803; reverse_definition_similarity=0.794; semantic=0.803."
ox5000-160c8d7d475bdeee5fa4	plea	noun	C1	https://www.oxfordlearnersdictionaries.com/us/definition/english/plea	/us/definition/english/plea	a serious emotional request, especially for something needing action now	просьба (ноун): серйозна хвилююча просьба, а особливо про те, що потрібно зробити зараз	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate=>'просьба (ноун): серйозна хвилююча просьба, а особливо про те, що потрібно зробити зараз';reverse='Request: a serious emotional request, and especially what needs to be done now';lex=0.075;candDef=0.726;revDef=0.942;decision=BLOCKED:low reverse lexical agreement 0.075 || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'spection';reverse='special';lex=0.000;candDef=0.048;revDef=0.261;decision=BLOCKED:candidate is not predominantly Ukrainian	BLOCKED: low reverse lexical agreement 0.075; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='a serious emotional request, especially for something needing action now'; candidate='просьба (ноун): серйозна хвилююча просьба, а особливо про те, що потрібно зробити зараз'; reverse='Request: a serious emotional request, and especially what needs to be done now'; lexical=0.075; candidate_definition_similarity=0.726; reverse_definition_similarity=0.942; semantic=0.942.
ox5000-da6c1e1198461773e1dc	plead	verb	C1	https://www.oxfordlearnersdictionaries.com/us/definition/english/plead	/us/definition/english/plead	to ask somebody for something in a very strong and serious way	valid (verb): попросити когось про щось дуже сильним і серйозним чином	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate=>'valid (verb): попросити когось про щось дуже сильним і серйозним чином';reverse='valid (verb): ask someone for something very strong and serious';lex=0.000;candDef=0.744;revDef=0.724;decision=BLOCKED:Latin-language residue remains || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'support';reverse='support';lex=0.000;candDef=0.188;revDef=0.188;decision=BLOCKED:English/source-language residue or model artifact	BLOCKED: Latin-language residue remains; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='to ask somebody for something in a very strong and serious way'; candidate='valid (verb): попросити когось про щось дуже сильним і серйозним чином'; reverse='valid (verb): ask someone for something very strong and serious'; lexical=0.000; candidate_definition_similarity=0.744; reverse_definition_similarity=0.724; semantic=0.000.
ox5000-f7ec77c63ef59898cba2	pledge	verb	C1	https://www.oxfordlearnersdictionaries.com/us/definition/english/pledge_1	/us/definition/english/pledge_1	to formally promise to give or do something	символ (версія): формально пообіцяти щось дати або зробити	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate=>'символ (версія): формально пообіцяти щось дати або зробити';reverse='character (version): formally promise a date or do';lex=0.000;candDef=0.768;revDef=0.506;decision=BLOCKED:verb candidate is not an appropriate Ukrainian infinitive/verb phrase || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'project';reverse='project';lex=0.000;candDef=0.271;revDef=0.271;decision=BLOCKED:candidate is not predominantly Ukrainian	BLOCKED: verb candidate is not an appropriate Ukrainian infinitive/verb phrase; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='to formally promise to give or do something'; candidate='символ (версія): формально пообіцяти щось дати або зробити'; reverse='character (version): formally promise a date or do'; lexical=0.000; candidate_definition_similarity=0.768; reverse_definition_similarity=0.506; semantic=0.000.
ox5000-f363b0d81ea651cb2c6a	plug	noun	C1	https://www.oxfordlearnersdictionaries.com/us/definition/english/plug_2	/us/definition/english/plug_2	a small plastic object with two or three metal pins that connects a piece of electrical equipment to the main supply of electricity	Латка (нуун): маленький пластиковий об'єкт з двома або трьома металевими шпильками, що з'єднує шматок електричного обладнання з основним постачанням електроенергії.	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	"en_wiktionary_matching_pos_uk_translation=>'ште́псель';reverse='schtepsel';lex=0.308;candDef=0.181;revDef=0.190;decision=BLOCKED:candidate/reverse meaning does not align with exact Oxford definition (0.190) || en_wiktionary_matching_pos_uk_translation=>'ште́кер';reverse='stecker';lex=0.000;candDef=0.156;revDef=0.238;decision=BLOCKED:low reverse lexical agreement 0.000 || en_wiktionary_matching_pos_uk_translation=>'ви́лка';reverse='fork';lex=0.000;candDef=0.146;revDef=0.060;decision=BLOCKED:low reverse lexical agreement 0.000 || Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate=>""Латка (нуун): маленький пластиковий об'єкт з двома або трьома металевими шпильками, що з'єднує шматок електричного обладнання з основним постачанням електроенергії."";reverse='Patch (nuun): A small plastic object with two or three metal pins connecting a piece of electrical equipment to a basic power supply.';lex=0.045;candDef=0.817;revDef=0.728;decision=BLOCKED:low reverse lexical agreement 0.045 || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'Додаток';reverse='Plugin';lex=1.000;candDef=0.267;revDef=0.185;decision=BLOCKED:candidate/reverse meaning does not align with exact Oxford definition (0.267)"	"BLOCKED: low reverse lexical agreement 0.045; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='a small plastic object with two or three metal pins that connects a piece of electrical equipment to the main supply of electricity'; candidate=""Латка (нуун): маленький пластиковий об'єкт з двома або трьома металевими шпильками, що з'єднує шматок електричного обладнання з основним постачанням електроенергії.""; reverse='Patch (nuun): A small plastic object with two or three metal pins connecting a piece of electrical equipment to a basic power supply.'; lexical=0.045; candidate_definition_similarity=0.817; reverse_definition_similarity=0.728; semantic=0.817."
ox5000-30f8b5e2f3659b82af9e	plug	verb	C1	https://www.oxfordlearnersdictionaries.com/us/definition/english/plug_1	/us/definition/english/plug_1	to fill a hole with a substance or piece of material that fits tightly into it	plug (версія): щоб заповнити дірку речовиною або шматком матеріалу, який в неї вкладається	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate=>'plug (версія): щоб заповнити дірку речовиною або шматком матеріалу, який в неї вкладається';reverse='plug: to fill the hole with the substance or piece of material it fits';lex=0.000;candDef=0.637;revDef=0.853;decision=BLOCKED:Latin-language residue remains || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'Додаток';reverse='Plugin';lex=0.000;candDef=0.271;revDef=0.196;decision=BLOCKED:verb candidate is not an appropriate Ukrainian infinitive/verb phrase	BLOCKED: Latin-language residue remains; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='to fill a hole with a substance or piece of material that fits tightly into it'; candidate='plug (версія): щоб заповнити дірку речовиною або шматком матеріалу, який в неї вкладається'; reverse='plug: to fill the hole with the substance or piece of material it fits'; lexical=0.000; candidate_definition_similarity=0.637; reverse_definition_similarity=0.853; semantic=0.000.
