entry_id	source	part_of_speech	level	official_source	definition_path	exact_definition	selected_candidate	selected_candidate_method	sense_source	sense_gloss	sense_alignment	morphology_evidence	candidate_history	reason
ox5000-7e010b349356a4ff144c	bug	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/bug_1	/us/definition/english/bug_1	any small insect	клоп	en_wiktionary_sense_bound_uk_translation	English Wiktionary	an insect of the order Hemiptera	gloss_definition_similarity=0.701; lexical_overlap=1	pymorphy3 uk canonical lemma PASS; tag=NOUN,anim masc,nomn; score=1.0000	en_wiktionary_sense_bound_uk_translation=>'клоп';sense_gloss='an insect of the order Hemiptera';reverse='crotch';glossDef=0.701;candDef=0.299;revDef=0.357;lex=0.000;morph=pymorphy3 uk canonical form retained; tag=NOUN,anim masc,nomn; score=1.0000;decision=BLOCKED:candidate has contradictory definition support despite sense-bound source || en_wiktionary_sense_bound_uk_translation=>'кома́шка';sense_gloss='a colloquial name for various arthropods and other similar creeping creatures';reverse='Cottach';glossDef=0.594;candDef=0.633;revDef=0.234;lex=0.000;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:sense-specific Wiktionary gloss does not align with exact Oxford definition; gloss_similarity=0.594; lexical_overlap=0 || en_wiktionary_sense_bound_uk_translation=>'ку́зька';sense_gloss='a colloquial name for various arthropods and other similar creeping creatures';reverse='Coal';glossDef=0.594;candDef=0.378;revDef=0.097;lex=0.000;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:sense-specific Wiktionary gloss does not align with exact Oxford definition; gloss_similarity=0.594; lexical_overlap=0 || en_wiktionary_sense_bound_uk_translation=>'ку́зка';sense_gloss='a colloquial name for various arthropods and other similar creeping creatures';reverse='Ostrich';glossDef=0.594;candDef=0.371;revDef=0.416;lex=0.000;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:sense-specific Wiktionary gloss does not align with exact Oxford definition; gloss_similarity=0.594; lexical_overlap=0 || en_wiktionary_sense_bound_uk_translation=>'кома́ха';sense_gloss='a colloquial name for various arthropods and other similar creeping creatures';reverse='Komahha';glossDef=0.594;candDef=0.353;revDef=0.139;lex=0.000;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:sense-specific Wiktionary gloss does not align with exact Oxford definition; gloss_similarity=0.594; lexical_overlap=0 || en_wiktionary_sense_bound_uk_translation=>'поми́лка';sense_gloss='problem that needs fixing (especially in computing)';reverse='percussion';glossDef=0.019;candDef=0.345;revDef=0.133;lex=0.154;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:sense-specific Wiktionary gloss does not align with exact Oxford definition; gloss_similarity=0.019; lexical_overlap=0 || en_wiktionary_sense_bound_uk_translation=>'баг';sense_gloss='problem that needs fixing (especially in computing)';reverse='BAI';glossDef=0.019;candDef=0.231;revDef=0.214;lex=0.333;morph=pymorphy3 uk canonical form retained; tag=NOUN,Slng,inan masc,nomn; score=1.0000;decision=BLOCKED:sense-specific Wiktionary gloss does not align with exact Oxford definition; gloss_similarity=0.019; lexical_overlap=0 || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'bug';sense_gloss='';reverse='bug';glossDef=1.000;candDef=0.401;revDef=0.401;lex=1.000;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:candidate is not predominantly Ukrainian	BLOCKED V5: candidate has contradictory definition support despite sense-bound source; exact Oxford definition='any small insect'.
ox5000-bc1029015aec50c2aea1	cabin	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/cabin	/us/definition/english/cabin	a small room on a ship in which you live or sleep	хати́на	en_wiktionary_sense_bound_uk_translation	English Wiktionary	small dwelling, especially one made of logs	gloss_definition_similarity=0.482; lexical_overlap=1	noun candidate is verbal	en_wiktionary_sense_bound_uk_translation=>'хати́на';sense_gloss='small dwelling, especially one made of logs';reverse='House';glossDef=0.482;candDef=0.245;revDef=0.412;lex=0.000;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:noun candidate is verbal || en_wiktionary_sense_bound_uk_translation=>'хи́жа';sense_gloss='small dwelling, especially one made of logs';reverse='shawl';glossDef=0.482;candDef=0.264;revDef=0.180;lex=0.200;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:sense-bound bilingual confirmation did not survive alignment gate || en_wiktionary_sense_bound_uk_translation=>'халу́па';sense_gloss='small dwelling, especially one made of logs';reverse='haluʹpa';glossDef=0.482;candDef=0.280;revDef=0.149;lex=0.167;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:sense-bound bilingual confirmation did not survive alignment gate || en_wiktionary_sense_bound_uk_translation=>'ха́та';sense_gloss='small dwelling, especially one made of logs';reverse='haʹta';glossDef=0.482;candDef=0.288;revDef=0.158;lex=0.200;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:sense-bound bilingual confirmation did not survive alignment gate || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'хижина';sense_gloss='';reverse='precipitous';glossDef=1.000;candDef=0.424;revDef=0.179;lex=0.250;morph=pymorphy3 uk canonical form retained; tag=NOUN,inan femn,nomn; score=1.0000;decision=BLOCKED:surface MT is candidate generation only; no independent sense-specific bilingual confirmation for this lexical value	BLOCKED V5: noun candidate is verbal; exact Oxford definition='a small room on a ship in which you live or sleep'.
ox5000-b575091301cde0aab47c	canal	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/canal	/us/definition/english/canal	a long straight passage dug in the ground and filled with water for boats and ships to travel along; a smaller passage used for carrying water to fields, crops, etc.	кана́л	en_wiktionary_sense_bound_uk_translation	English Wiktionary	artificial waterway	gloss_definition_similarity=0.560; lexical_overlap=0	multiword lexical phrase; V4 lexical/POS form accepted	en_wiktionary_sense_bound_uk_translation=>'кана́л';sense_gloss='artificial waterway';reverse='canal';glossDef=0.560;candDef=0.166;revDef=0.448;lex=1.000;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:sense-specific Wiktionary gloss does not align with exact Oxford definition; gloss_similarity=0.560; lexical_overlap=0 || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'канал';sense_gloss='';reverse='channel';glossDef=1.000;candDef=0.148;revDef=0.026;lex=0.667;morph=pymorphy3 uk canonical form retained; tag=NOUN,inan masc,nomn; score=1.0000;decision=BLOCKED:surface MT is candidate generation only; no independent sense-specific bilingual confirmation for this lexical value	BLOCKED V5: sense-specific Wiktionary gloss does not align with exact Oxford definition; gloss_similarity=0.560; lexical_overlap=0; exact Oxford definition='a long straight passage dug in the ground and filled with water for boats and ships to travel along; a smaller passage used for carrying water to fields, crops, etc.'.
ox5000-6c90d20f57eaa3951076	candle	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/candle	/us/definition/english/candle	a round stick of wax with a piece of string (called a wick ) through the middle that is lit to give light as it burns	сві́чка	en_wiktionary_sense_bound_uk_translation	English Wiktionary	a light source	gloss_definition_similarity=0.477; lexical_overlap=1	multiword lexical phrase; V4 lexical/POS form accepted	en_wiktionary_sense_bound_uk_translation=>'сві́чка';sense_gloss='a light source';reverse='spring';glossDef=0.477;candDef=0.606;revDef=0.066;lex=0.167;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:semantic role mismatch: Oxford definition requires object, reverse candidate looks process || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'свічка';sense_gloss='';reverse='candle';glossDef=1.000;candDef=0.618;revDef=0.593;lex=1.000;morph=pymorphy3 uk canonical form retained; tag=NOUN,inan femn,nomn; score=1.0000;decision=BLOCKED:surface MT is candidate generation only; no independent sense-specific bilingual confirmation for this lexical value	BLOCKED V5: semantic role mismatch: Oxford definition requires object, reverse candidate looks process; exact Oxford definition='a round stick of wax with a piece of string (called a wick ) through the middle that is lit to give light as it burns'.
ox5000-aadc5f65541eae6cccd0	carbon	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/carbon	/us/definition/english/carbon	a chemical element. Carbon is found in all living things, existing in a pure state as diamond and graphite .	вугле́ць	en_wiktionary_sense_bound_uk_translation	English Wiktionary	id=Q623|chemical element	gloss_definition_similarity=0.387; lexical_overlap=2	multiword lexical phrase; V4 lexical/POS form accepted	en_wiktionary_sense_bound_uk_translation=>'вугле́ць';sense_gloss='id=Q623|chemical element';reverse='carbon';glossDef=0.387;candDef=0.604;revDef=0.652;lex=1.000;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:sense-bound bilingual confirmation did not survive alignment gate || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'вуглець';sense_gloss='';reverse='carbon';glossDef=1.000;candDef=0.612;revDef=0.652;lex=1.000;morph=pymorphy3 uk canonical form retained; tag=NOUN,inan masc,nomn; score=1.0000;decision=BLOCKED:surface MT is candidate generation only; no independent sense-specific bilingual confirmation for this lexical value	BLOCKED V5: sense-bound bilingual confirmation did not survive alignment gate; exact Oxford definition='a chemical element. Carbon is found in all living things, existing in a pure state as diamond and graphite .'.
ox5000-9c94f94be7b1a888dd21	casual	adjective	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/casual_1	/us/definition/english/casual_1	not formal	випадковий	Helsinki-NLP/opus-mt-en-uk_surface_candidate			gloss_definition_similarity=1.000; lexical_overlap=0	pymorphy3 uk canonical lemma PASS; tag=ADJF,compb masc,nomn; score=1.0000	Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'випадковий';sense_gloss='';reverse='random';glossDef=1.000;candDef=0.471;revDef=0.229;lex=0.167;morph=pymorphy3 uk canonical form retained; tag=ADJF,compb masc,nomn; score=1.0000;decision=BLOCKED:surface MT is candidate generation only; no independent sense-specific bilingual confirmation for this lexical value	BLOCKED V5: surface MT is candidate generation only; no independent sense-specific bilingual confirmation for this lexical value; exact Oxford definition='not formal'.
ox5000-2f11663a968a94ccb406	cave	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/cave_1	/us/definition/english/cave_1	a large hole in the side of a hill or cliff or under the ground	підземе́лля	en_wiktionary_sense_bound_uk_translation	English Wiktionary	large, naturally occurring cavity formed underground	gloss_definition_similarity=0.474; lexical_overlap=1	multiword lexical phrase; V4 lexical/POS form accepted	en_wiktionary_sense_bound_uk_translation=>'пече́ра';sense_gloss='large, naturally occurring cavity formed underground';reverse='burʹra';glossDef=0.474;candDef=0.439;revDef=0.232;lex=0.200;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:sense-bound bilingual confirmation did not survive alignment gate || en_wiktionary_sense_bound_uk_translation=>'підземе́лля';sense_gloss='large, naturally occurring cavity formed underground';reverse='underground';glossDef=0.474;candDef=0.537;revDef=0.435;lex=0.133;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:sense-bound bilingual confirmation did not survive alignment gate || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'печера';sense_gloss='';reverse='Cave';glossDef=1.000;candDef=0.635;revDef=0.616;lex=1.000;morph=pymorphy3 uk canonical form retained; tag=NOUN,inan femn,nomn; score=1.0000;decision=BLOCKED:surface MT is candidate generation only; no independent sense-specific bilingual confirmation for this lexical value	BLOCKED V5: sense-bound bilingual confirmation did not survive alignment gate; exact Oxford definition='a large hole in the side of a hill or cliff or under the ground'.
ox5000-f65ec664052307d40e5e	certificate	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/certificate_1	/us/definition/english/certificate_1	an official document that may be used to prove that the facts it states are true	свідо́цтво	en_wiktionary_sense_bound_uk_translation	English Wiktionary	document containing a certified statement	gloss_definition_similarity=0.589; lexical_overlap=1	multiword lexical phrase; V4 lexical/POS form accepted	en_wiktionary_sense_bound_uk_translation=>'сертифіка́т';sense_gloss='document containing a certified statement';reverse='certifith';glossDef=0.589;candDef=0.317;revDef=0.360;lex=0.800;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:sense-bound bilingual confirmation did not survive alignment gate || en_wiktionary_sense_bound_uk_translation=>'свідо́цтво';sense_gloss='document containing a certified statement';reverse='Testimony';glossDef=0.589;candDef=0.331;revDef=0.394;lex=0.300;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:sense-bound bilingual confirmation did not survive alignment gate || en_wiktionary_sense_bound_uk_translation=>'докуме́нт';sense_gloss='document containing a certified statement';reverse='documet';glossDef=0.589;candDef=0.216;revDef=0.218;lex=0.333;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:sense-bound bilingual confirmation did not survive alignment gate || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'сертифікат';sense_gloss='';reverse='certificate';glossDef=1.000;candDef=0.373;revDef=0.313;lex=1.000;morph=pymorphy3 uk canonical form retained; tag=NOUN,inan masc,nomn; score=1.0000;decision=BLOCKED:surface MT is candidate generation only; no independent sense-specific bilingual confirmation for this lexical value	BLOCKED V5: sense-bound bilingual confirmation did not survive alignment gate; exact Oxford definition='an official document that may be used to prove that the facts it states are true'.
ox5000-d11e4137c39c91300aa9	challenging	adjective	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/challenging	/us/definition/english/challenging	difficult in an interesting way that tests your ability	складний	Helsinki-NLP/opus-mt-en-uk_surface_candidate			gloss_definition_similarity=1.000; lexical_overlap=0	pymorphy3 uk canonical lemma PASS; tag=ADJF,compb masc,nomn; score=1.0000	Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'складний';sense_gloss='';reverse='complex';glossDef=1.000;candDef=0.417;revDef=0.249;lex=0.333;morph=pymorphy3 uk canonical form retained; tag=ADJF,compb masc,nomn; score=1.0000;decision=BLOCKED:surface MT is candidate generation only; no independent sense-specific bilingual confirmation for this lexical value	BLOCKED V5: surface MT is candidate generation only; no independent sense-specific bilingual confirmation for this lexical value; exact Oxford definition='difficult in an interesting way that tests your ability'.
ox5000-aa38df2298e6ecac59b2	charming	adjective	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/charming	/us/definition/english/charming	very pleasant or attractive	чарівний	Helsinki-NLP/opus-mt-en-uk_surface_candidate			gloss_definition_similarity=1.000; lexical_overlap=0	pymorphy3 uk canonical lemma PASS; tag=ADJF,compb masc,nomn; score=1.0000	Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'чарівний';sense_gloss='';reverse='charming';glossDef=1.000;candDef=0.562;revDef=0.723;lex=1.000;morph=pymorphy3 uk normalized 'чарівна'->'чарівний'; tag=ADJF,compb femn,nomn; score=1.0000;decision=BLOCKED:surface MT is candidate generation only; no independent sense-specific bilingual confirmation for this lexical value	BLOCKED V5: surface MT is candidate generation only; no independent sense-specific bilingual confirmation for this lexical value; exact Oxford definition='very pleasant or attractive'.
ox5000-faf95786d6bb15f92757	chase	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/chase_2	/us/definition/english/chase_2	an act of running or driving after somebody/something in order to catch them or it	train	Helsinki-NLP/opus-mt-en-uk_surface_candidate			gloss_definition_similarity=1.000; lexical_overlap=0	no Ukrainian lexical token	Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'train';sense_gloss='';reverse='track';glossDef=1.000;candDef=0.219;revDef=0.373;lex=0.200;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:candidate is not predominantly Ukrainian	BLOCKED V5: candidate is not predominantly Ukrainian; exact Oxford definition='an act of running or driving after somebody/something in order to catch them or it'.
