entry_id	source	part_of_speech	level	official_source	definition_path	exact_definition	selected_candidate	selected_candidate_method	sense_source	sense_gloss	sense_alignment	morphology_evidence	candidate_history	reason
ox5000-6da150f86ef5e4cdec6d	fever	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/fever	/us/definition/english/fever	a medical condition in which a person has a temperature that is higher than normal	температура	en_wiktionary_sense_bound_uk_translation	English Wiktionary	higher than normal body temperature	gloss_definition_similarity=0.728; lexical_overlap=4	V6 pymorphy3 uk canonical lemma PASS after Unicode/stress normalization; tag=NOUN,inan femn,nomn; score=1.0000	en_wiktionary_sense_bound_uk_translation=>'гарячка';sense_gloss='higher than normal body temperature';reverse='fever';glossDef=0.728;candDef=0.237;revDef=0.617;lex=1.000;morph=V6 Unicode/stress-normalized dictionary lemma 'гаря́чка'->'гарячка'; tag=NOUN,femn,inan nomn; score=1.0000;decision=BLOCKED:candidate has contradictory definition support despite sense-bound source || en_wiktionary_sense_bound_uk_translation=>'лихоманка';sense_gloss='higher than normal body temperature';reverse='fever';glossDef=0.728;candDef=0.389;revDef=0.617;lex=1.000;morph=V6 Unicode/stress-normalized dictionary lemma 'лихома́нка'->'лихоманка'; tag=NOUN,inan femn,nomn; score=1.0000;decision=BLOCKED:V6 candidate-specific Ukrainian lexical evidence missing/ambiguous or lacks exact English lexical mapping || en_wiktionary_sense_bound_uk_translation=>'температура';sense_gloss='higher than normal body temperature';reverse='temperature';glossDef=0.728;candDef=0.671;revDef=0.637;lex=0.375;morph=V6 Unicode/stress-normalized dictionary lemma 'температу́ра'->'температура'; tag=NOUN,inan femn,nomn; score=1.0000;decision=BLOCKED:semantic role mismatch: Oxford definition requires person, reverse candidate looks generic || en_wiktionary_sense_bound_uk_translation=>'жар';sense_gloss='higher than normal body temperature';reverse='heat';glossDef=0.728;candDef=0.623;revDef=0.565;lex=0.222;morph=V6 Unicode/stress-normalized dictionary lemma 'жар'->'жар'; tag=NOUN,masc,inan nomn; score=1.0000;decision=BLOCKED:semantic role mismatch: Oxford definition requires person, reverse candidate looks generic || en_wiktionary_sense_bound_uk_translation=>'пропaсниця';sense_gloss='higher than normal body temperature';reverse='pasta';glossDef=0.728;candDef=0.212;revDef=0.183;lex=0.000;morph=V6 genuine multiword value retained; stress marks removed before tokenization;decision=BLOCKED:semantic role mismatch: Oxford definition requires person, reverse candidate looks generic || en_wiktionary_sense_bound_uk_translation=>'лихоманка';sense_gloss='usually in combination: any of various diseases';reverse='fever';glossDef=0.408;candDef=0.389;revDef=0.617;lex=1.000;morph=V6 Unicode/stress-normalized dictionary lemma 'лихома́нка'->'лихоманка'; tag=NOUN,inan femn,nomn; score=1.0000;decision=BLOCKED:sense-specific Wiktionary gloss does not align with exact Oxford definition; gloss_similarity=0.408; lexical_overlap=0 || en_wiktionary_sense_bound_uk_translation=>'пропасниця';sense_gloss='usually in combination: any of various diseases';reverse='parking woman';glossDef=0.408;candDef=0.234;revDef=0.094;lex=0.111;morph=V6 Unicode/stress-normalized dictionary lemma 'пропа́сниця'->'пропасниця'; tag=NOUN,inan femn,nomn; score=1.0000;decision=BLOCKED:semantic role mismatch: Oxford definition requires person, reverse candidate looks process || en_wiktionary_sense_bound_uk_translation=>'лихоманка';sense_gloss='state of excitement (of a person or people)';reverse='fever';glossDef=0.295;candDef=0.389;revDef=0.617;lex=1.000;morph=V6 Unicode/stress-normalized dictionary lemma 'лихома́нка'->'лихоманка'; tag=NOUN,inan femn,nomn; score=1.0000;decision=BLOCKED:sense-specific Wiktionary gloss does not align with exact Oxford definition; gloss_similarity=0.295; lexical_overlap=0 || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'жар';sense_gloss='';reverse='heat';glossDef=1.000;candDef=0.623;revDef=0.565;lex=0.222;morph=V6 Unicode/stress-normalized dictionary lemma 'жар'->'жар'; tag=NOUN,masc,inan nomn; score=1.0000;decision=BLOCKED:semantic role mismatch: Oxford definition requires person, reverse candidate looks generic	BLOCKED V7: semantic role mismatch: Oxford definition requires person, reverse candidate looks generic; exact Oxford definition='a medical condition in which a person has a temperature that is higher than normal'.
ox5000-b780af72eaa52c9bcfa6	firefighter	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/firefighter	/us/definition/english/firefighter	a person whose job is to put out fires	пожежник	en_wiktionary_sense_bound_uk_translation	English Wiktionary	person who puts out fires	gloss_definition_similarity=0.924; lexical_overlap=2	V6 pymorphy3 uk canonical lemma PASS after Unicode/stress normalization; tag=NOUN,anim masc,nomn; score=1.0000	en_wiktionary_sense_bound_uk_translation=>'пожежник';sense_gloss='person who puts out fires';reverse='fireman';glossDef=0.924;candDef=0.795;revDef=0.767;lex=0.444;morph=V6 Unicode/stress-normalized dictionary lemma 'поже́жник'->'пожежник'; tag=NOUN,anim masc,nomn; score=1.0000;decision=BLOCKED:semantic role mismatch: Oxford definition requires person, reverse candidate looks generic || en_wiktionary_sense_bound_uk_translation=>'пожежний';sense_gloss='person who puts out fires';reverse='fire';glossDef=0.924;candDef=0.765;revDef=0.708;lex=1.000;morph=V6 no Ukrainian morphology parse matching requested POS for 'пожежний';decision=BLOCKED:V6 pymorphy3 uk has no requested-POS parse for 'пожежний' || en_wiktionary_sense_bound_uk_translation=>'вогнеборець';sense_gloss='person who puts out fires';reverse='firefighter';glossDef=0.924;candDef=0.799;revDef=0.711;lex=1.000;morph=V6 Unicode/stress-normalized dictionary lemma 'вогнебо́рець'->'вогнеборець'; tag=NOUN,anim masc,nomn; score=1.0000;decision=BLOCKED:V6 candidate-specific Ukrainian lexical evidence missing/ambiguous or lacks exact English lexical mapping || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'пожежник';sense_gloss='';reverse='fireman';glossDef=1.000;candDef=0.795;revDef=0.767;lex=0.444;morph=V6 Unicode/stress-normalized dictionary lemma 'Пожежник'->'пожежник'; tag=NOUN,anim masc,nomn; score=1.0000;decision=BLOCKED:semantic role mismatch: Oxford definition requires person, reverse candidate looks generic	BLOCKED V7: semantic role mismatch: Oxford definition requires person, reverse candidate looks generic; exact Oxford definition='a person whose job is to put out fires'.
ox5000-6e881b75f8a8d383a4fe	firework	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/firework	/us/definition/english/firework	a small device containing powder that burns or explodes and produces bright coloured lights and loud noises, used especially at celebrations	феєрверк	en_wiktionary_sense_bound_uk_translation	English Wiktionary	exploding device	gloss_definition_similarity=0.572; lexical_overlap=1	V6 pymorphy3 uk canonical lemma PASS after Unicode/stress normalization; tag=NOUN,inan masc,nomn; score=1.0000	en_wiktionary_sense_bound_uk_translation=>'феєрверк';sense_gloss='exploding device';reverse='fireworks';glossDef=0.572;candDef=0.638;revDef=0.662;lex=1.000;morph=V6 Unicode/stress-normalized dictionary lemma 'феєрве́рк'->'феєрверк'; tag=NOUN,inan masc,nomn; score=1.0000;decision=BLOCKED:sense-bound bilingual confirmation did not survive alignment gate || en_wiktionary_sense_bound_uk_translation=>'вогнеграй';sense_gloss='exploding device';reverse='# Come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come';glossDef=0.572;candDef=0.544;revDef=0.184;lex=0.020;morph=V6 Unicode/stress-normalized dictionary lemma 'вогнегра́й'->'вогнеграй'; tag=NOUN,Surn,Fixd,femn,anim nomn; score=0.0405;decision=BLOCKED:sense-bound bilingual confirmation did not survive alignment gate || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'пожежа';sense_gloss='';reverse='fire';glossDef=1.000;candDef=0.512;revDef=0.513;lex=1.000;morph=V6 Unicode/stress-normalized dictionary lemma 'пожежа'->'пожежа'; tag=NOUN,femn,inan nomn; score=1.0000;decision=BLOCKED:surface MT is candidate generation only; no independent sense-specific bilingual confirmation for this lexical value	BLOCKED V7: sense-bound bilingual confirmation did not survive alignment gate; exact Oxford definition='a small device containing powder that burns or explodes and produces bright coloured lights and loud noises, used especially at celebrations'.
ox5000-e8f9305cf8015bbc5cee	firm	adjective	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/firm_2	/us/definition/english/firm_2	fairly hard; not easy to press into a different shape	твердий	en_wiktionary_sense_bound_uk_translation	English Wiktionary	solid, rigid (material state)	gloss_definition_similarity=0.462; lexical_overlap=0	V6 pymorphy3 uk canonical lemma PASS after Unicode/stress normalization; tag=ADJF,compb masc,nomn; score=1.0000	en_wiktionary_sense_bound_uk_translation=>'стійкий';sense_gloss='steadfast, secure (position)';reverse='stable';glossDef=0.260;candDef=0.271;revDef=0.280;lex=0.000;morph=V6 Unicode/stress-normalized dictionary lemma 'стійки́й'->'стійкий'; tag=ADJF,compb masc,nomn; score=1.0000;decision=BLOCKED:sense-specific Wiktionary gloss does not align with exact Oxford definition; gloss_similarity=0.260; lexical_overlap=0 || en_wiktionary_sense_bound_uk_translation=>'непохитний';sense_gloss='fixed (in opinions)';reverse='Firm';glossDef=0.052;candDef=0.386;revDef=0.099;lex=1.000;morph=V6 Unicode/stress-normalized dictionary lemma 'непохи́тний'->'непохитний'; tag=ADJF,compb masc,nomn; score=1.0000;decision=BLOCKED:sense-specific Wiktionary gloss does not align with exact Oxford definition; gloss_similarity=0.052; lexical_overlap=0 || en_wiktionary_sense_bound_uk_translation=>'твердий';sense_gloss='solid, rigid (material state)';reverse='solid';glossDef=0.462;candDef=0.411;revDef=0.396;lex=0.222;morph=V6 Unicode/stress-normalized dictionary lemma 'тверди́й'->'твердий'; tag=ADJF,compb masc,nomn; score=1.0000;decision=BLOCKED:sense-specific Wiktionary gloss does not align with exact Oxford definition; gloss_similarity=0.462; lexical_overlap=0 || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'твердий';sense_gloss='';reverse='solid';glossDef=1.000;candDef=0.411;revDef=0.396;lex=0.222;morph=V6 Unicode/stress-normalized dictionary lemma 'тверда'->'твердий'; tag=ADJF,compb femn,nomn; score=1.0000;decision=BLOCKED:surface MT is candidate generation only; no independent sense-specific bilingual confirmation for this lexical value	BLOCKED V7: sense-specific Wiktionary gloss does not align with exact Oxford definition; gloss_similarity=0.462; lexical_overlap=0; exact Oxford definition='fairly hard; not easy to press into a different shape'.
ox5000-4f6617b9287ff2da9ea7	firmly	adverb	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/firmly	/us/definition/english/firmly	in a strong or definite way	твердо	Helsinki-NLP/opus-mt-en-uk_surface_candidate			gloss_definition_similarity=1.000; lexical_overlap=0	V6 pymorphy3 uk canonical lemma PASS after Unicode/stress normalization; tag=ADVB,compb; score=1.0000	Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'твердо';sense_gloss='';reverse='solid';glossDef=1.000;candDef=0.604;revDef=0.420;lex=0.182;morph=V6 Unicode/stress-normalized dictionary lemma 'твердо'->'твердо'; tag=ADVB,compb; score=1.0000;decision=BLOCKED:surface MT is candidate generation only; no independent sense-specific bilingual confirmation for this lexical value	BLOCKED V7: surface MT is candidate generation only; no independent sense-specific bilingual confirmation for this lexical value; exact Oxford definition='in a strong or definite way'.
ox5000-bd79c052fa5d352fbb27	flavour	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/flavour_1	/us/definition/english/flavour_1	how food or drink tastes	flavour	Helsinki-NLP/opus-mt-en-uk_surface_candidate			gloss_definition_similarity=1.000; lexical_overlap=0	V6 no Ukrainian lexical token after Unicode/stress normalization	Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'flavour';sense_gloss='';reverse='flavour';glossDef=1.000;candDef=0.543;revDef=0.543;lex=1.000;morph=V6 genuine multiword value retained; stress marks removed before tokenization;decision=BLOCKED:candidate is not predominantly Ukrainian	BLOCKED V7: candidate is not predominantly Ukrainian; exact Oxford definition='how food or drink tastes'.
ox5000-cc984d8d5615f983c4c8	fond	adjective	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/fond	/us/definition/english/fond	having warm or loving feelings for somebody, especially somebody you have known for a long time	люблячий	en_wiktionary_sense_bound_uk_translation	English Wiktionary	affectionate	gloss_definition_similarity=0.602; lexical_overlap=0	V6 pymorphy3 uk canonical lemma PASS after Unicode/stress normalization; tag=ADJF masc,nomn; score=1.0000	en_wiktionary_sense_bound_uk_translation=>'люблячий';sense_gloss='affectionate';reverse='Loving';glossDef=0.602;candDef=0.418;revDef=0.546;lex=0.400;morph=V6 Unicode/stress-normalized dictionary lemma 'люблячий'->'люблячий'; tag=ADJF masc,nomn; score=1.0000;decision=BLOCKED:semantic role mismatch: Oxford definition requires person, reverse candidate looks process || en_wiktionary_sense_bound_uk_translation=>'ніжний';sense_gloss='affectionate';reverse='tender';glossDef=0.602;candDef=0.388;revDef=0.196;lex=0.400;morph=V6 Unicode/stress-normalized dictionary lemma 'ніжний'->'ніжний'; tag=ADJF,compb masc,nomn; score=1.0000;decision=BLOCKED:sense-specific Wiktionary gloss does not align with exact Oxford definition; gloss_similarity=0.602; lexical_overlap=0 || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'любов';sense_gloss='';reverse='love';glossDef=1.000;candDef=0.529;revDef=0.510;lex=0.250;morph=V6 no Ukrainian morphology parse matching requested POS for 'любов';decision=BLOCKED:adjective candidate has no plausible Ukrainian adjective morphology	BLOCKED V7: semantic role mismatch: Oxford definition requires person, reverse candidate looks process; exact Oxford definition='having warm or loving feelings for somebody, especially somebody you have known for a long time'.
ox5000-afa74ec045528b9642d4	fool	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/fool_1	/us/definition/english/fool_1	a person who you think behaves or speaks in a way that lacks intelligence or good judgement	дурень	en_wiktionary_sense_bound_uk_translation	English Wiktionary	person with poor judgement or little intelligence	gloss_definition_similarity=0.821; lexical_overlap=2	V6 pymorphy3 uk canonical lemma PASS after Unicode/stress normalization; tag=NOUN,anim masc,nomn; score=1.0000	en_wiktionary_sense_bound_uk_translation=>'дурень';sense_gloss='person with poor judgement or little intelligence';reverse='fool';glossDef=0.821;candDef=0.377;revDef=0.351;lex=1.000;morph=V6 Unicode/stress-normalized dictionary lemma 'ду́рень'->'дурень'; tag=NOUN,anim masc,nomn; score=1.0000;decision=BLOCKED:Oxford definition requires person role but source/reverse role is not independently person-like (fool) || en_wiktionary_sense_bound_uk_translation=>'телепень';sense_gloss='person with poor judgement or little intelligence';reverse='You idiot!';glossDef=0.821;candDef=0.170;revDef=0.268;lex=0.308;morph=V6 Unicode/stress-normalized dictionary lemma 'те́лепень'->'телепень'; tag=NOUN,anim masc,nomn; score=1.0000;decision=BLOCKED:semantic role mismatch: Oxford definition requires person, reverse candidate looks generic || en_wiktionary_sense_bound_uk_translation=>'йолоп';sense_gloss='person with poor judgement or little intelligence';reverse='idiot';glossDef=0.821;candDef=0.251;revDef=0.332;lex=0.222;morph=V6 Unicode/stress-normalized dictionary lemma 'йо́лоп'->'йолоп'; tag=NOUN,anim masc,nomn; score=1.0000;decision=BLOCKED:semantic role mismatch: Oxford definition requires person, reverse candidate looks generic || en_wiktionary_sense_bound_uk_translation=>'кеп';sense_gloss='person with poor judgement or little intelligence';reverse='kep';glossDef=0.821;candDef=0.204;revDef=0.140;lex=0.000;morph=V6 Unicode/stress-normalized dictionary lemma 'кеп'->'кеп'; tag=NOUN,masc,anim; score=1.0000;decision=BLOCKED:semantic role mismatch: Oxford definition requires person, reverse candidate looks generic || en_wiktionary_sense_bound_uk_translation=>'дурник';sense_gloss='person with poor judgement or little intelligence';reverse='fool!';glossDef=0.821;candDef=0.435;revDef=0.246;lex=1.000;morph=V6 Unicode/stress-normalized dictionary lemma 'ду́рник'->'дурник'; tag=NOUN,anim masc,nomn; score=1.0000;decision=BLOCKED:Oxford definition requires person role but source/reverse role is not independently person-like (fool) || en_wiktionary_sense_bound_uk_translation=>'бевзь';sense_gloss='person with poor judgement or little intelligence';reverse='borough';glossDef=0.821;candDef=0.173;revDef=0.078;lex=0.364;morph=V6 Unicode/stress-normalized dictionary lemma 'бевзь'->'бевзь'; tag=NOUN,anim masc,nomn; score=1.0000;decision=BLOCKED:semantic role mismatch: Oxford definition requires person, reverse candidate looks generic || en_wiktionary_sense_bound_uk_translation=>'блазень';sense_gloss='jester';reverse='blue';glossDef=0.190;candDef=0.194;revDef=0.044;lex=0.250;morph=V6 Unicode/stress-normalized dictionary lemma 'бла́зень'->'блазень'; tag=NOUN,anim masc,nomn; score=1.0000;decision=BLOCKED:semantic role mismatch: Oxford definition requires person, reverse candidate looks generic || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'дурень';sense_gloss='';reverse='fool';glossDef=1.000;candDef=0.377;revDef=0.351;lex=1.000;morph=V6 Unicode/stress-normalized dictionary lemma 'дурень'->'дурень'; tag=NOUN,anim masc,nomn; score=1.0000;decision=BLOCKED:Oxford definition requires person role but source/reverse role is not independently person-like (fool)	BLOCKED V7: Oxford definition requires person role but source/reverse role is not independently person-like (fool); exact Oxford definition='a person who you think behaves or speaks in a way that lacks intelligence or good judgement'.
ox5000-e74afd4a21b32dd7948a	forbid	verb	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/forbid	/us/definition/english/forbid	to order somebody not to do something; to order that something must not be done	забороняти	en_wiktionary_sense_bound_uk_translation	English Wiktionary	to disallow	gloss_definition_similarity=0.550; lexical_overlap=0	V6 pymorphy3 uk canonical lemma PASS after Unicode/stress normalization; tag=VERB,impf infn; score=1.0000	en_wiktionary_sense_bound_uk_translation=>'забороняти';sense_gloss='to disallow';reverse='deny';glossDef=0.550;candDef=0.511;revDef=0.370;lex=0.200;morph=V6 Unicode/stress-normalized dictionary lemma 'забороня́ти'->'забороняти'; tag=VERB,impf infn; score=1.0000;decision=BLOCKED:semantic role mismatch: Oxford definition requires person, reverse candidate looks generic || en_wiktionary_sense_bound_uk_translation=>'заборонити';sense_gloss='to disallow';reverse='deny';glossDef=0.550;candDef=0.504;revDef=0.370;lex=0.200;morph=V6 Unicode/stress-normalized dictionary lemma 'заборони́ти'->'заборонити'; tag=VERB,perf; score=1.0000;decision=BLOCKED:semantic role mismatch: Oxford definition requires person, reverse candidate looks generic || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'забороняти';sense_gloss='';reverse='deny';glossDef=1.000;candDef=0.511;revDef=0.370;lex=0.200;morph=V6 Unicode/stress-normalized dictionary lemma 'забороняти'->'забороняти'; tag=VERB,impf infn; score=1.0000;decision=BLOCKED:semantic role mismatch: Oxford definition requires person, reverse candidate looks generic	BLOCKED V7: semantic role mismatch: Oxford definition requires person, reverse candidate looks generic; exact Oxford definition='to order somebody not to do something; to order that something must not be done'.
ox5000-8f0a5905b743e6145587	forecast	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/forecast_1	/us/definition/english/forecast_1	a statement about what will happen in the future, based on information that is available now	прогноз	Helsinki-NLP/opus-mt-en-uk_surface_candidate			gloss_definition_similarity=1.000; lexical_overlap=0	V6 pymorphy3 uk canonical lemma PASS after Unicode/stress normalization; tag=NOUN,inan masc,nomn; score=1.0000	Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'прогноз';sense_gloss='';reverse='forecast';glossDef=1.000;candDef=0.487;revDef=0.456;lex=1.000;morph=V6 Unicode/stress-normalized dictionary lemma 'прогноз'->'прогноз'; tag=NOUN,inan masc,nomn; score=1.0000;decision=BLOCKED:surface MT is candidate generation only; no independent sense-specific bilingual confirmation for this lexical value	BLOCKED V7: surface MT is candidate generation only; no independent sense-specific bilingual confirmation for this lexical value; exact Oxford definition='a statement about what will happen in the future, based on information that is available now'.
ox5000-3a0f5941248926ec1d37	forecast	verb	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/forecast_2	/us/definition/english/forecast_2	to say what you think will happen in the future based on information that you have now	прогноз	Helsinki-NLP/opus-mt-en-uk_surface_candidate			gloss_definition_similarity=1.000; lexical_overlap=0	V6 pymorphy3 uk has no requested-POS parse for 'прогноз'	Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'прогноз';sense_gloss='';reverse='forecast';glossDef=1.000;candDef=0.457;revDef=0.426;lex=1.000;morph=V6 no Ukrainian morphology parse matching requested POS for 'прогноз';decision=BLOCKED:verb candidate is not an appropriate Ukrainian infinitive/verb phrase	BLOCKED V7: verb candidate is not an appropriate Ukrainian infinitive/verb phrase; exact Oxford definition='to say what you think will happen in the future based on information that you have now'.
ox5000-727991f6048fe8ce77d0	foreigner	noun	C1	https://www.oxfordlearnersdictionaries.com/us/definition/english/foreigner	/us/definition/english/foreigner	a person who comes from a different country	іноземець	en_wiktionary_sense_bound_uk_translation	English Wiktionary	person in a foreign land	gloss_definition_similarity=0.807; lexical_overlap=0	V6 pymorphy3 uk canonical lemma PASS after Unicode/stress normalization; tag=NOUN,anim masc,nomn; score=1.0000	en_wiktionary_sense_bound_uk_translation=>'іноземець';sense_gloss='person in a foreign land';reverse='foreign';glossDef=0.807;candDef=0.668;revDef=0.635;lex=1.000;morph=V6 Unicode/stress-normalized dictionary lemma 'інозе́мець'->'іноземець'; tag=NOUN,anim masc,nomn; score=1.0000;decision=BLOCKED:semantic role mismatch: Oxford definition requires person, reverse candidate looks generic || en_wiktionary_sense_bound_uk_translation=>'іноземка';sense_gloss='person in a foreign land';reverse='foreign';glossDef=0.807;candDef=0.657;revDef=0.635;lex=1.000;morph=V6 Unicode/stress-normalized dictionary lemma 'інозе́мка'->'іноземка'; tag=NOUN,anim femn,nomn; score=1.0000;decision=BLOCKED:semantic role mismatch: Oxford definition requires person, reverse candidate looks generic || en_wiktionary_sense_bound_uk_translation=>'чужоземець';sense_gloss='person in a foreign land';reverse='alien';glossDef=0.807;candDef=0.593;revDef=0.255;lex=0.286;morph=V6 Unicode/stress-normalized dictionary lemma 'чужозе́мець'->'чужоземець'; tag=NOUN,anim masc,nomn; score=1.0000;decision=BLOCKED:semantic role mismatch: Oxford definition requires person, reverse candidate looks generic || en_wiktionary_sense_bound_uk_translation=>'чужоземка';sense_gloss='person in a foreign land';reverse='alien';glossDef=0.807;candDef=0.553;revDef=0.255;lex=0.286;morph=V6 Unicode/stress-normalized dictionary lemma 'чужозе́мка'->'чужоземка'; tag=NOUN,anim femn,nomn; score=1.0000;decision=BLOCKED:semantic role mismatch: Oxford definition requires person, reverse candidate looks generic || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'іноземець';sense_gloss='';reverse='foreign';glossDef=1.000;candDef=0.668;revDef=0.635;lex=1.000;morph=V6 Unicode/stress-normalized dictionary lemma 'іноземець'->'іноземець'; tag=NOUN,anim masc,nomn; score=1.0000;decision=BLOCKED:semantic role mismatch: Oxford definition requires person, reverse candidate looks generic	BLOCKED V7: semantic role mismatch: Oxford definition requires person, reverse candidate looks generic; exact Oxford definition='a person who comes from a different country'.
ox5000-0ca7565db377e67a8c2c	format	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/format_1	/us/definition/english/format_1	the general arrangement, plan, design, etc. of something	формат	Helsinki-NLP/opus-mt-en-uk_surface_candidate			gloss_definition_similarity=1.000; lexical_overlap=0	V6 pymorphy3 uk canonical lemma PASS after Unicode/stress normalization; tag=NOUN,inan masc,nomn; score=1.0000	Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'формат';sense_gloss='';reverse='format';glossDef=1.000;candDef=0.326;revDef=0.328;lex=1.000;morph=V6 Unicode/stress-normalized dictionary lemma 'формат'->'формат'; tag=NOUN,inan masc,nomn; score=1.0000;decision=BLOCKED:surface MT is candidate generation only; no independent sense-specific bilingual confirmation for this lexical value	BLOCKED V7: surface MT is candidate generation only; no independent sense-specific bilingual confirmation for this lexical value; exact Oxford definition='the general arrangement, plan, design, etc. of something'.
ox5000-44a935daea3b2b80e426	formation	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/formation	/us/definition/english/formation	the action of forming something; the process of being formed	формування	Helsinki-NLP/opus-mt-en-uk_surface_candidate			gloss_definition_similarity=1.000; lexical_overlap=0	V6 pymorphy3 uk canonical lemma PASS after Unicode/stress normalization; tag=NOUN,inan neut,nomn; score=1.0000	Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'формування';sense_gloss='';reverse='molding';glossDef=1.000;candDef=0.692;revDef=0.373;lex=0.375;morph=V6 Unicode/stress-normalized dictionary lemma 'формування'->'формування'; tag=NOUN,inan neut,nomn; score=1.0000;decision=BLOCKED:surface MT is candidate generation only; no independent sense-specific bilingual confirmation for this lexical value	BLOCKED V7: surface MT is candidate generation only; no independent sense-specific bilingual confirmation for this lexical value; exact Oxford definition='the action of forming something; the process of being formed'.
ox5000-364abe382625d64bbd07	formerly	adverb	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/formerly	/us/definition/english/formerly	in the past	раніше	Helsinki-NLP/opus-mt-en-uk_surface_candidate			gloss_definition_similarity=1.000; lexical_overlap=0	V6 pymorphy3 uk canonical lemma PASS after Unicode/stress normalization; tag=ADVB; score=1.0000	Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'раніше';sense_gloss='';reverse='before';glossDef=1.000;candDef=0.818;revDef=0.732;lex=0.571;morph=V6 Unicode/stress-normalized dictionary lemma 'Раніше'->'раніше'; tag=ADVB; score=1.0000;decision=BLOCKED:surface MT is candidate generation only; no independent sense-specific bilingual confirmation for this lexical value	BLOCKED V7: surface MT is candidate generation only; no independent sense-specific bilingual confirmation for this lexical value; exact Oxford definition='in the past'.
ox5000-99537d5150d0cdb742b2	formula	noun	C1	https://www.oxfordlearnersdictionaries.com/us/definition/english/formula	/us/definition/english/formula	a series of letters, numbers or symbols that represent a rule or law	формула	en_wiktionary_sense_bound_uk_translation	English Wiktionary	in mathematics	gloss_definition_similarity=0.461; lexical_overlap=0	V6 pymorphy3 uk canonical lemma PASS after Unicode/stress normalization; tag=NOUN,inan femn,nomn; score=1.0000	en_wiktionary_sense_bound_uk_translation=>'формула';sense_gloss='in mathematics';reverse='formula';glossDef=0.461;candDef=0.500;revDef=0.449;lex=1.000;morph=V6 Unicode/stress-normalized dictionary lemma 'фо́рмула'->'формула'; tag=NOUN,inan femn,nomn; score=1.0000;decision=BLOCKED:sense-specific Wiktionary gloss does not align with exact Oxford definition; gloss_similarity=0.461; lexical_overlap=0 || en_wiktionary_sense_bound_uk_translation=>'формула';sense_gloss='in chemistry';reverse='formula';glossDef=0.245;candDef=0.500;revDef=0.449;lex=1.000;morph=V6 Unicode/stress-normalized dictionary lemma 'фо́рмула'->'формула'; tag=NOUN,inan femn,nomn; score=1.0000;decision=BLOCKED:sense-specific Wiktionary gloss does not align with exact Oxford definition; gloss_similarity=0.245; lexical_overlap=0 || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'формула';sense_gloss='';reverse='formula';glossDef=1.000;candDef=0.500;revDef=0.449;lex=1.000;morph=V6 Unicode/stress-normalized dictionary lemma 'формула'->'формула'; tag=NOUN,inan femn,nomn; score=1.0000;decision=BLOCKED:surface MT is candidate generation only; no independent sense-specific bilingual confirmation for this lexical value	BLOCKED V7: sense-specific Wiktionary gloss does not align with exact Oxford definition; gloss_similarity=0.461; lexical_overlap=0; exact Oxford definition='a series of letters, numbers or symbols that represent a rule or law'.
