entry_id	source	part_of_speech	level	official_source	definition_path	exact_definition	selected_candidate	selected_candidate_method	candidate_history	reason
ox5000-bc1029015aec50c2aea1	cabin	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/cabin	/us/definition/english/cabin	a small room on a ship in which you live or sleep	хати́на	en_wiktionary_matching_pos_uk_translation	en_wiktionary_matching_pos_uk_translation=>'хати́на';reverse='House';lex=0.000;candDef=0.245;revDef=0.412;decision=BLOCKED:noun candidate is verbal || en_wiktionary_matching_pos_uk_translation=>'хи́жа';reverse='shawl';lex=0.200;candDef=0.264;revDef=0.180;decision=BLOCKED:Wiktionary candidate does not back-translate to the exact English lexical identity || en_wiktionary_matching_pos_uk_translation=>'халу́па';reverse='haluʹpa';lex=0.167;candDef=0.280;revDef=0.149;decision=BLOCKED:Wiktionary candidate does not back-translate to the exact English lexical identity || en_wiktionary_matching_pos_uk_translation=>'ха́та';reverse='haʹta';lex=0.200;candDef=0.288;revDef=0.158;decision=BLOCKED:Wiktionary candidate does not back-translate to the exact English lexical identity || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'хижина';reverse='precipitous';lex=0.250;candDef=0.424;revDef=0.179;decision=BLOCKED:surface MT candidate does not back-translate to the exact English lexical identity	BLOCKED V4: noun candidate is verbal; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='a small room on a ship in which you live or sleep'; candidate='хати́на'; reverse='House'; lexical=0.000; candidate_definition_similarity=0.245; reverse_definition_similarity=0.412.
ox5000-b575091301cde0aab47c	canal	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/canal	/us/definition/english/canal	a long straight passage dug in the ground and filled with water for boats and ships to travel along; a smaller passage used for carrying water to fields, crops, etc.	кана́л	en_wiktionary_matching_pos_uk_translation	en_wiktionary_matching_pos_uk_translation=>'кана́л';reverse='canal';lex=1.000;candDef=0.166;revDef=0.448;decision=BLOCKED:Wiktionary lexical candidate lacks two-sided exact-definition support || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'канал';reverse='channel';lex=0.667;candDef=0.148;revDef=0.026;decision=BLOCKED:surface MT candidate does not back-translate to the exact English lexical identity	BLOCKED V4: Wiktionary lexical candidate lacks two-sided exact-definition support; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='a long straight passage dug in the ground and filled with water for boats and ships to travel along; a smaller passage used for carrying water to fields, crops, etc.'; candidate='кана́л'; reverse='canal'; lexical=1.000; candidate_definition_similarity=0.166; reverse_definition_similarity=0.448.
ox5000-9c94f94be7b1a888dd21	casual	adjective	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/casual_1	/us/definition/english/casual_1	not formal	випадковий	Helsinki-NLP/opus-mt-en-uk_surface_candidate	Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'випадковий';reverse='random';lex=0.167;candDef=0.471;revDef=0.229;decision=BLOCKED:surface MT candidate does not back-translate to the exact English lexical identity	BLOCKED V4: surface MT candidate does not back-translate to the exact English lexical identity; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='not formal'; candidate='випадковий'; reverse='random'; lexical=0.167; candidate_definition_similarity=0.471; reverse_definition_similarity=0.229.
ox5000-1a9ae9f38cefadbdbe69	certainty	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/certainty	/us/definition/english/certainty	the state of being certain	впе́вненість	en_wiktionary_matching_pos_uk_translation	en_wiktionary_matching_pos_uk_translation=>'пе́вність';reverse='Punctuality';lex=0.600;candDef=0.524;revDef=0.347;decision=BLOCKED:Wiktionary candidate does not back-translate to the exact English lexical identity || en_wiktionary_matching_pos_uk_translation=>'впе́вненість';reverse='sureness';lex=0.235;candDef=0.488;revDef=0.723;decision=BLOCKED:Wiktionary candidate does not back-translate to the exact English lexical identity || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'певність';reverse='confidence';lex=0.211;candDef=0.723;revDef=0.429;decision=BLOCKED:semantic role mismatch: Oxford definition requires state, reverse candidate looks generic	BLOCKED V4: Wiktionary candidate does not back-translate to the exact English lexical identity; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='the state of being certain'; candidate='впе́вненість'; reverse='sureness'; lexical=0.235; candidate_definition_similarity=0.488; reverse_definition_similarity=0.723.
ox5000-f65ec664052307d40e5e	certificate	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/certificate_1	/us/definition/english/certificate_1	an official document that may be used to prove that the facts it states are true	свідо́цтво	en_wiktionary_matching_pos_uk_translation	en_wiktionary_matching_pos_uk_translation=>'сертифіка́т';reverse='certifith';lex=0.800;candDef=0.317;revDef=0.360;decision=BLOCKED:Wiktionary candidate does not back-translate to the exact English lexical identity || en_wiktionary_matching_pos_uk_translation=>'свідо́цтво';reverse='Testimony';lex=0.300;candDef=0.331;revDef=0.394;decision=BLOCKED:Wiktionary candidate does not back-translate to the exact English lexical identity || en_wiktionary_matching_pos_uk_translation=>'докуме́нт';reverse='documet';lex=0.333;candDef=0.216;revDef=0.218;decision=BLOCKED:Wiktionary candidate does not back-translate to the exact English lexical identity || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'сертифікат';reverse='certificate';lex=1.000;candDef=0.373;revDef=0.313;decision=BLOCKED:surface MT candidate lacks two-sided exact-definition support	BLOCKED V4: Wiktionary candidate does not back-translate to the exact English lexical identity; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='an official document that may be used to prove that the facts it states are true'; candidate='свідо́цтво'; reverse='Testimony'; lexical=0.300; candidate_definition_similarity=0.331; reverse_definition_similarity=0.394.
ox5000-d11e4137c39c91300aa9	challenging	adjective	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/challenging	/us/definition/english/challenging	difficult in an interesting way that tests your ability	складний	Helsinki-NLP/opus-mt-en-uk_surface_candidate	Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'складний';reverse='complex';lex=0.333;candDef=0.417;revDef=0.249;decision=BLOCKED:surface MT candidate does not back-translate to the exact English lexical identity	BLOCKED V4: surface MT candidate does not back-translate to the exact English lexical identity; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='difficult in an interesting way that tests your ability'; candidate='складний'; reverse='complex'; lexical=0.333; candidate_definition_similarity=0.417; reverse_definition_similarity=0.249.
ox5000-371ffb23c06cf5d1b8ef	championship	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/championship	/us/definition/english/championship	a competition to find the best player or team in a particular sport	чемпіона́т	en_wiktionary_matching_pos_uk_translation	en_wiktionary_matching_pos_uk_translation=>'чемпіона́т';reverse='champion';lex=1.000;candDef=0.592;revDef=0.569;decision=BLOCKED:Wiktionary candidate does not back-translate to the exact English lexical identity || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'Чемпіон';reverse='Champion';lex=1.000;candDef=0.572;revDef=0.549;decision=BLOCKED:surface MT candidate does not back-translate to the exact English lexical identity	BLOCKED V4: Wiktionary candidate does not back-translate to the exact English lexical identity; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='a competition to find the best player or team in a particular sport'; candidate='чемпіона́т'; reverse='champion'; lexical=1.000; candidate_definition_similarity=0.592; reverse_definition_similarity=0.569.
ox5000-faf95786d6bb15f92757	chase	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/chase_2	/us/definition/english/chase_2	an act of running or driving after somebody/something in order to catch them or it	поганя́ти	en_wiktionary_matching_pos_uk_translation	en_wiktionary_matching_pos_uk_translation=>'ганя́ти';reverse='harbors';lex=0.500;candDef=0.344;revDef=0.129;decision=BLOCKED:noun candidate is an infinitive/verb form || en_wiktionary_matching_pos_uk_translation=>'поганя́ти';reverse='Figurative';lex=0.267;candDef=0.424;revDef=0.342;decision=BLOCKED:noun candidate is an infinitive/verb form || en_wiktionary_matching_pos_uk_translation=>'гна́ти';reverse='nuts';lex=0.222;candDef=0.370;revDef=0.207;decision=BLOCKED:noun candidate is an infinitive/verb form || en_wiktionary_matching_pos_uk_translation=>'погна́ти';reverse='Plowing';lex=0.000;candDef=0.416;revDef=0.321;decision=BLOCKED:noun candidate is an infinitive/verb form || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'train';reverse='track';lex=0.200;candDef=0.219;revDef=0.373;decision=BLOCKED:candidate is not predominantly Ukrainian	BLOCKED V4: noun candidate is an infinitive/verb form; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='an act of running or driving after somebody/something in order to catch them or it'; candidate='поганя́ти'; reverse='Figurative'; lexical=0.267; candidate_definition_similarity=0.424; reverse_definition_similarity=0.342.
ox5000-1c569c97ca81d70efaf2	chase	verb	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/chase_1	/us/definition/english/chase_1	to run, drive, etc. after somebody/something in order to catch them or it	погна́ти	en_wiktionary_matching_pos_uk_translation	en_wiktionary_matching_pos_uk_translation=>'ганя́ти';reverse='harbors';lex=0.500;candDef=0.225;revDef=0.088;decision=BLOCKED:semantic role mismatch: Oxford definition requires person, reverse candidate looks generic || en_wiktionary_matching_pos_uk_translation=>'поганя́ти';reverse='Figurative';lex=0.267;candDef=0.274;revDef=0.153;decision=BLOCKED:semantic role mismatch: Oxford definition requires person, reverse candidate looks generic || en_wiktionary_matching_pos_uk_translation=>'гна́ти';reverse='nuts';lex=0.222;candDef=0.243;revDef=0.119;decision=BLOCKED:semantic role mismatch: Oxford definition requires person, reverse candidate looks generic || en_wiktionary_matching_pos_uk_translation=>'погна́ти';reverse='Plowing';lex=0.000;candDef=0.346;revDef=0.260;decision=BLOCKED:semantic role mismatch: Oxford definition requires person, reverse candidate looks process || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'train';reverse='track';lex=0.200;candDef=0.198;revDef=0.339;decision=BLOCKED:candidate is not predominantly Ukrainian	BLOCKED V4: semantic role mismatch: Oxford definition requires person, reverse candidate looks process; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='to run, drive, etc. after somebody/something in order to catch them or it'; candidate='погна́ти'; reverse='Plowing'; lexical=0.000; candidate_definition_similarity=0.346; reverse_definition_similarity=0.260.
ox5000-9f02d00aa1a75bbfe2ec	cheek	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/cheek_1	/us/definition/english/cheek_1	either side of the face below the eyes	щока́	en_wiktionary_matching_pos_uk_translation	en_wiktionary_matching_pos_uk_translation=>'щока́';reverse='whakʹ';lex=0.444;candDef=0.261;revDef=0.275;decision=BLOCKED:Wiktionary candidate does not back-translate to the exact English lexical identity || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'щокаunit synonyms for matching user input';reverse='cheek';lex=1.000;candDef=0.050;revDef=0.576;decision=BLOCKED:English/source-language residue or model artifact	BLOCKED V4: Wiktionary candidate does not back-translate to the exact English lexical identity; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='either side of the face below the eyes'; candidate='щока́'; reverse='whakʹ'; lexical=0.444; candidate_definition_similarity=0.261; reverse_definition_similarity=0.275.
ox5000-e9afbf1e9b9ba09c65ee	cheer	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/cheer_2	/us/definition/english/cheer_2	a shout of joy, support or praise	веселий	Helsinki-NLP/opus-mt-en-uk_surface_candidate	Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'веселий';reverse='fun';lex=0.000;candDef=0.681;revDef=0.499;decision=BLOCKED:surface MT candidate does not back-translate to the exact English lexical identity	BLOCKED V4: surface MT candidate does not back-translate to the exact English lexical identity; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='a shout of joy, support or praise'; candidate='веселий'; reverse='fun'; lexical=0.000; candidate_definition_similarity=0.681; reverse_definition_similarity=0.499.
ox5000-042f56b4f8aa0bfb23f1	cheer	verb	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/cheer_1	/us/definition/english/cheer_1	to shout loudly, in order to show support or praise for somebody, or to encourage them	веселий	Helsinki-NLP/opus-mt-en-uk_surface_candidate	Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'веселий';reverse='fun';lex=0.000;candDef=0.377;revDef=0.246;decision=BLOCKED:verb candidate is not an appropriate Ukrainian infinitive/verb phrase	BLOCKED V4: verb candidate is not an appropriate Ukrainian infinitive/verb phrase; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='to shout loudly, in order to show support or praise for somebody, or to encourage them'; candidate='веселий'; reverse='fun'; lexical=0.000; candidate_definition_similarity=0.377; reverse_definition_similarity=0.246.
ox5000-4e45db7231a1deb4a27d	choir	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/choir	/us/definition/english/choir	a group of people who sing together, for example in church services or public performances	хор	en_wiktionary_matching_pos_uk_translation	en_wiktionary_matching_pos_uk_translation=>'хор';reverse='Chorus';lex=0.727;candDef=0.684;revDef=0.673;decision=BLOCKED:semantic role mismatch: Oxford definition requires person, reverse candidate looks generic	BLOCKED V4: semantic role mismatch: Oxford definition requires person, reverse candidate looks generic; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='a group of people who sing together, for example in church services or public performances'; candidate='хор'; reverse='Chorus'; lexical=0.727; candidate_definition_similarity=0.684; reverse_definition_similarity=0.673.
ox5000-5f21cc31a80fe8b694f6	chop	verb	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/chop_1	/us/definition/english/chop_1	to cut something into pieces with a sharp tool such as a knife	bar	Helsinki-NLP/opus-mt-en-uk_surface_candidate	Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'bar';reverse='bar';lex=0.000;candDef=0.126;revDef=0.126;decision=BLOCKED:English/source-language residue or model artifact	BLOCKED V4: English/source-language residue or model artifact; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='to cut something into pieces with a sharp tool such as a knife'; candidate='bar'; reverse='bar'; lexical=0.000; candidate_definition_similarity=0.126; reverse_definition_similarity=0.126.
ox5000-14a30058a90886f8f5dc	circuit	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/circuit	/us/definition/english/circuit	a line, route or journey around a place	кругоо́біг	en_wiktionary_matching_pos_uk_translation	en_wiktionary_matching_pos_uk_translation=>'кругоо́біг';reverse='round run';lex=0.250;candDef=0.505;revDef=0.333;decision=BLOCKED:semantic role mismatch: Oxford definition requires place, reverse candidate looks generic || en_wiktionary_matching_pos_uk_translation=>'цикл';reverse='cycle';lex=0.333;candDef=0.235;revDef=0.235;decision=BLOCKED:semantic role mismatch: Oxford definition requires place, reverse candidate looks generic || en_wiktionary_matching_pos_uk_translation=>'оберта́ння';reverse='rotation';lex=0.133;candDef=0.417;revDef=0.286;decision=BLOCKED:semantic role mismatch: Oxford definition requires place, reverse candidate looks process || en_wiktionary_matching_pos_uk_translation=>'окру́жність';reverse='Degrees';lex=0.143;candDef=0.436;revDef=0.164;decision=BLOCKED:semantic role mismatch: Oxford definition requires place, reverse candidate looks generic || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'схема';reverse='scheme';lex=0.154;candDef=0.420;revDef=0.311;decision=BLOCKED:semantic role mismatch: Oxford definition requires place, reverse candidate looks generic	BLOCKED V4: semantic role mismatch: Oxford definition requires place, reverse candidate looks generic; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='a line, route or journey around a place'; candidate='кругоо́біг'; reverse='round run'; lexical=0.250; candidate_definition_similarity=0.505; reverse_definition_similarity=0.333.
ox5000-086a5e82dfa259ffe944	clarify	verb	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/clarify	/us/definition/english/clarify	to make something clearer or easier to understand	очища́ти	en_wiktionary_matching_pos_uk_translation	en_wiktionary_matching_pos_uk_translation=>'очища́ти';reverse='cleanse';lex=0.429;candDef=0.394;revDef=0.339;decision=BLOCKED:Wiktionary candidate does not back-translate to the exact English lexical identity || en_wiktionary_matching_pos_uk_translation=>'очи́стити';reverse='clean up';lex=0.400;candDef=0.454;revDef=0.289;decision=BLOCKED:Wiktionary candidate does not back-translate to the exact English lexical identity || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'прояснити';reverse='clear';lex=0.667;candDef=0.540;revDef=0.379;decision=BLOCKED:surface MT candidate does not back-translate to the exact English lexical identity	BLOCKED V4: Wiktionary candidate does not back-translate to the exact English lexical identity; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='to make something clearer or easier to understand'; candidate='очища́ти'; reverse='cleanse'; lexical=0.429; candidate_definition_similarity=0.394; reverse_definition_similarity=0.339.
ox5000-6d64823d57328578c4d4	classify	verb	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/classify	/us/definition/english/classify	to arrange something in groups according to features that they have in common	засекре́чувати	en_wiktionary_matching_pos_uk_translation	en_wiktionary_matching_pos_uk_translation=>'класифікува́ти';reverse='classuvats';lex=0.556;candDef=0.434;revDef=0.253;decision=BLOCKED:Wiktionary candidate does not back-translate to the exact English lexical identity || en_wiktionary_matching_pos_uk_translation=>'засекре́чувати';reverse='Cluctrate';lex=0.353;candDef=0.265;revDef=0.325;decision=BLOCKED:Wiktionary candidate does not back-translate to the exact English lexical identity || en_wiktionary_matching_pos_uk_translation=>'засекре́тити';reverse='sescrete';lex=0.125;candDef=0.245;revDef=0.032;decision=BLOCKED:Wiktionary candidate does not back-translate to the exact English lexical identity || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'класифікація';reverse='classification';lex=0.636;candDef=0.378;revDef=0.384;decision=BLOCKED:verb candidate is not an appropriate Ukrainian infinitive/verb phrase	BLOCKED V4: Wiktionary candidate does not back-translate to the exact English lexical identity; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='to arrange something in groups according to features that they have in common'; candidate='засекре́чувати'; reverse='Cluctrate'; lexical=0.353; candidate_definition_similarity=0.265; reverse_definition_similarity=0.325.
