data_factory_run_id	entry_id	source	part_of_speech	level	official_source	source_check	ukrainian_candidate
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-faf95786d6bb15f92757	chase	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/chase_2	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=823; definition_path=/us/definition/english/chase_2; stable_id_recomputed=PASS; candidate_method=en_wiktionary_matching_pos_uk_translation	ганя́ти; поганя́ти; гна́ти; погна́ти
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-1c569c97ca81d70efaf2	chase	verb	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/chase_1	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=824; definition_path=/us/definition/english/chase_1; stable_id_recomputed=PASS; candidate_method=en_wiktionary_matching_pos_uk_translation	ганя́ти; поганя́ти; гна́ти; погна́ти
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-9f02d00aa1a75bbfe2ec	cheek	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/cheek_1	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=833; definition_path=/us/definition/english/cheek_1; stable_id_recomputed=PASS; candidate_method=en_wiktionary_matching_pos_uk_translation	щока́
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-e9afbf1e9b9ba09c65ee	cheer	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/cheer_2	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=834; definition_path=/us/definition/english/cheer_2; stable_id_recomputed=PASS; candidate_method=Helsinki-NLP/opus-mt-en-uk_candidate	веселий
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-042f56b4f8aa0bfb23f1	cheer	verb	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/cheer_1	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=835; definition_path=/us/definition/english/cheer_1; stable_id_recomputed=PASS; candidate_method=Helsinki-NLP/opus-mt-en-uk_candidate	веселий
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-4e45db7231a1deb4a27d	choir	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/choir	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=851; definition_path=/us/definition/english/choir; stable_id_recomputed=PASS; candidate_method=en_wiktionary_matching_pos_uk_translation	хор
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-5f21cc31a80fe8b694f6	chop	verb	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/chop_1	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=853; definition_path=/us/definition/english/chop_1; stable_id_recomputed=PASS; candidate_method=Helsinki-NLP/opus-mt-en-uk_candidate	bar
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-14a30058a90886f8f5dc	circuit	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/circuit	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=861; definition_path=/us/definition/english/circuit; stable_id_recomputed=PASS; candidate_method=en_wiktionary_matching_pos_uk_translation	кругоо́біг; цикл; оберта́ння; окру́жність
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-50c859b7eef5dc7ea1e0	civilization	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/civilization	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=873; definition_path=/us/definition/english/civilization; stable_id_recomputed=PASS; candidate_method=en_wiktionary_matching_pos_uk_translation	цивіліза́ція
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-086a5e82dfa259ffe944	clarify	verb	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/clarify	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=876; definition_path=/us/definition/english/clarify; stable_id_recomputed=PASS; candidate_method=en_wiktionary_matching_pos_uk_translation	очища́ти; очи́стити
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-6d64823d57328578c4d4	classify	verb	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/classify	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=884; definition_path=/us/definition/english/classify; stable_id_recomputed=PASS; candidate_method=en_wiktionary_matching_pos_uk_translation	класифікува́ти; засекре́чувати; засекре́тити
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-123000ccb24aad3cb552	clerk	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/clerk_1	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=893; definition_path=/us/definition/english/clerk_1; stable_id_recomputed=PASS; candidate_method=en_wiktionary_matching_pos_uk_translation	клерк; службо́вець; службо́вка
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-bf7922083634871fd76e	cliff	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/cliff_1	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=898; definition_path=/us/definition/english/cliff_1; stable_id_recomputed=PASS; candidate_method=en_wiktionary_matching_pos_uk_translation	ске́ля; кліф
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-065f94e1d344097a9fb6	clinic	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/clinic	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=903; definition_path=/us/definition/english/clinic; stable_id_recomputed=PASS; candidate_method=en_wiktionary_matching_pos_uk_translation	клі́ніка; амбулато́рія
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-a57faf81bb42681a8e1a	clip	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/clip_1	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=905; definition_path=/us/definition/english/clip_1; stable_id_recomputed=PASS; candidate_method=en_wiktionary_matching_pos_uk_translation	скрі́пка; затиска́ч; за́тиск; скоба́
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-716808837b74db6359aa	coincidence	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/coincidence	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=934; definition_path=/us/definition/english/coincidence; stable_id_recomputed=PASS; candidate_method=en_wiktionary_matching_pos_uk_translation	збіг; збі́жність
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-8c5031daad7f45108dc2	collector	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/collector	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=945; definition_path=/us/definition/english/collector; stable_id_recomputed=PASS; candidate_method=en_wiktionary_matching_pos_uk_translation	колекціоне́р; збира́ч; коле́ктор
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-d986169e6087570a695b	colony	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/colony	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=949; definition_path=/us/definition/english/colony; stable_id_recomputed=PASS; candidate_method=en_wiktionary_matching_pos_uk_translation	коло́нія
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-e8838df3182b0d30fd61	colourful	adjective	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/colourful	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=952; definition_path=/us/definition/english/colourful; stable_id_recomputed=PASS; candidate_method=Helsinki-NLP/opus-mt-en-uk_candidate	кольоровий
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-85c56babf231b6fd11a6	comic	adjective	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/comic_1	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=964; definition_path=/us/definition/english/comic_1; stable_id_recomputed=PASS; candidate_method=Helsinki-NLP/opus-mt-en-uk_candidate	комікси
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-3ef335dbc548cf6ee9a2	comic	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/comic_2	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=965; definition_path=/us/definition/english/comic_2; stable_id_recomputed=PASS; candidate_method=en_wiktionary_matching_pos_uk_translation	ко́мік; ко́мікс; мальо́пис
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-8088b7e5636be8851c0c	commander	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/commander	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=968; definition_path=/us/definition/english/commander; stable_id_recomputed=PASS; candidate_method=en_wiktionary_matching_pos_uk_translation	команди́р; воєнача́льник; полково́дець; кома́ндувач
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-39d12fcbbe01c1f981f5	comparative	adjective	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/comparative_1	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=993; definition_path=/us/definition/english/comparative_1; stable_id_recomputed=PASS; candidate_method=en_wiktionary_matching_pos_uk_translation	порівня́льний
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-3b7af52b2f41a82a1271	completion	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/completion	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=1014; definition_path=/us/definition/english/completion; stable_id_recomputed=PASS; candidate_method=Helsinki-NLP/opus-mt-en-uk_candidate	завершення
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-e07de55ff108c88cf492	compose	verb	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/compose	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=1023; definition_path=/us/definition/english/compose; stable_id_recomputed=PASS; candidate_method=en_wiktionary_matching_pos_uk_translation	склада́ти; скла́сти; компонува́ти; скомпонува́ти
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-9a75af8e33d69fd7d823	composer	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/composer	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=1024; definition_path=/us/definition/english/composer; stable_id_recomputed=PASS; candidate_method=en_wiktionary_matching_pos_uk_translation	компози́тор; компози́торка
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-0f76508d4a3a6e8d10e7	compound	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/compound_1	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=1026; definition_path=/us/definition/english/compound_1; stable_id_recomputed=PASS; candidate_method=Helsinki-NLP/opus-mt-en-uk_candidate	complication
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-cef7e9caa766c637d105	comprehensive	adjective	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/comprehensive_1	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=1027; definition_path=/us/definition/english/comprehensive_1; stable_id_recomputed=PASS; candidate_method=en_wiktionary_matching_pos_uk_translation	всебі́чний; всеося́жний; по́вний; виче́рпний
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-6836ebe09ea109e5cb9c	comprise	verb	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/comprise	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=1028; definition_path=/us/definition/english/comprise; stable_id_recomputed=PASS; candidate_method=en_wiktionary_matching_pos_uk_translation	складатися із; охоплювати; містити
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-ab47bcb0aeacbb3a4f2b	compulsory	adjective	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/compulsory	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=1031; definition_path=/us/definition/english/compulsory; stable_id_recomputed=PASS; candidate_method=en_wiktionary_matching_pos_uk_translation	обов'язко́вий
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-3dbc882686b6ebef26d1	concrete	adjective	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/concrete_1	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=1048; definition_path=/us/definition/english/concrete_1; stable_id_recomputed=PASS; candidate_method=en_wiktionary_matching_pos_uk_translation	конкре́тний; пе́вний; спра́вжній; ді́йсний
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-d782f68d3229c5a378fe	concrete	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/concrete_2	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=1049; definition_path=/us/definition/english/concrete_2; stable_id_recomputed=PASS; candidate_method=en_wiktionary_matching_pos_uk_translation	бето́н
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-5bc4fd2b67e8c09eca85	confess	verb	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/confess	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=1056; definition_path=/us/definition/english/confess; stable_id_recomputed=PASS; candidate_method=Helsinki-NLP/opus-mt-en-uk_candidate	Зізнатися
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-85a7a64b9f86bcca1831	confusion	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/confusion	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=1071; definition_path=/us/definition/english/confusion; stable_id_recomputed=PASS; candidate_method=Helsinki-NLP/opus-mt-en-uk_candidate	плутанина
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-c88a5ab0c123045d4363	consequently	adverb	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/consequently	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=1087; definition_path=/us/definition/english/consequently; stable_id_recomputed=PASS; candidate_method=en_wiktionary_matching_pos_uk_translation	відповідно; як наслідок
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-0af7e2fe2fa36ccfdcac	conservation	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/conservation	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=1088; definition_path=/us/definition/english/conservation; stable_id_recomputed=PASS; candidate_method=en_wiktionary_matching_pos_uk_translation	збере́ження; консерва́ція
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-26a00e51322ff7c8d3ee	considerable	adjective	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/considerable	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=1093; definition_path=/us/definition/english/considerable; stable_id_recomputed=PASS; candidate_method=Helsinki-NLP/opus-mt-en-uk_candidate	minute
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-326407a82f0ca95e4a7e	considerably	adverb	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/considerably	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=1094; definition_path=/us/definition/english/considerably; stable_id_recomputed=PASS; candidate_method=Helsinki-NLP/opus-mt-en-uk_candidate	Значно
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-29eb47fd6a314aa1730d	consistently	adverb	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/consistently	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=1099; definition_path=/us/definition/english/consistently; stable_id_recomputed=PASS; candidate_method=Helsinki-NLP/opus-mt-en-uk_candidate	завжди
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-b3dd4396526c004c1d2a	conspiracy	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/conspiracy	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=1101; definition_path=/us/definition/english/conspiracy; stable_id_recomputed=PASS; candidate_method=en_wiktionary_matching_pos_uk_translation	змо́ва
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-53a7b9ea5ca0a81c0606	consult	verb	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/consult	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=1111; definition_path=/us/definition/english/consult; stable_id_recomputed=PASS; candidate_method=Helsinki-NLP/opus-mt-en-uk_candidate	консультація
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-e55a43ce5b36ea4927c8	consultant	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/consultant	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=1112; definition_path=/us/definition/english/consultant; stable_id_recomputed=PASS; candidate_method=en_wiktionary_matching_pos_uk_translation	консульта́нт; консульта́нтка
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-3c252e710be02044ad41	consumption	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/consumption	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=1116; definition_path=/us/definition/english/consumption; stable_id_recomputed=PASS; candidate_method=en_wiktionary_matching_pos_uk_translation	спожива́ння; ви́трата
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-82041bb10d995697e45c	controversial	adjective	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/controversial	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=1149; definition_path=/us/definition/english/controversial; stable_id_recomputed=PASS; candidate_method=en_wiktionary_matching_pos_uk_translation	спі́рний; дискусі́йний
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-e8a0747e227d712361ce	controversy	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/controversy	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=1150; definition_path=/us/definition/english/controversy; stable_id_recomputed=PASS; candidate_method=en_wiktionary_matching_pos_uk_translation	супере́ка; спір
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V1	ox5000-dec69195d3cbcb283102	convenience	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/convenience	MANUAL_EMERGENCY_WORK exact authoritative unaccounted identity; source_index=1151; definition_path=/us/definition/english/convenience; stable_id_recomputed=PASS; candidate_method=en_wiktionary_matching_pos_uk_translation	зру́чність
